filename,artist,bpm,key,camelot,energy,genres,format,path
SERGIK - The Worst.wav,SERGIK,86.1,G minor,6A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/SERGIK/FTP/SERGIK - The Worst.wav
SERGIK x Lugh Haurie - Zoned 120BPM DMaj.wav,SERGIK,117.5,G major,9B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/SERGIK/FTP/SERGIK x Lugh Haurie - Zoned 120BPM DMaj.wav
SERGIK - Dmn8r's (FTP VIP).wav,SERGIK,86.1,E minor,9A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/SERGIK/FTP/SERGIK - Dmn8r's (FTP VIP).wav
SERGIK - FTP.wav,SERGIK,89.1,E minor,9A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/SERGIK/FTP/SERGIK - FTP.wav
SERGIK - One Of Those Nights.wav,SERGIK,129.2,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/SERGIK/FTP/SERGIK - One Of Those Nights.wav
SERGIK - Back to The Basics (Instrumental).wav,Unknown Artist,123.0,G major,9B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Back to The Basics (Instrumental).wav
SERGIK - Cosmos.wav,Unknown Artist,123.0,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cosmos.wav
SERGIK - Needs.wav,Unknown Artist,129.2,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Needs.wav
SERGIK - Rock Dem Feets.wav,Unknown Artist,129.2,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rock Dem Feets.wav
SERGIK x Silent Jay - Late Morning1.wav,Unknown Artist,129.2,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Late Morning1.wav
SERGIK - Jahdelicah 1.wav,Unknown Artist,129.2,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Jahdelicah 1.wav
SERGIK - The Sound.wav,Unknown Artist,129.2,D minor,7A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The Sound.wav
SERGIK x Sean Watson  - A Good Day (Instrumental).wav,Unknown Artist,92.3,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Watson  - A Good Day (Instrumental).wav
SERGIK x LODIN - Bussin.wav,Unknown Artist,123.0,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x LODIN - Bussin.wav
SERGIK - Celestial Groove.wav,Unknown Artist,123.0,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Celestial Groove.wav
SERGIK - Fall Leafs.wav,Unknown Artist,136.0,A minor,8A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Fall Leafs.wav
SERGIK - Everyday Gratitude (Freedom SRGFLiP).wav,Unknown Artist,86.1,D major,10B,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Everyday Gratitude (Freedom SRGFLiP).wav
SERGIK - Golden Hour - House.wav,Unknown Artist,86.1,A major,11B,6,house,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Golden Hour - House.wav
SERGIK - On Slack.wav,Unknown Artist,86.1,D major,10B,9,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - On Slack.wav
SERGIK - Spring Swing.wav,Unknown Artist,86.1,A minor,8A,9,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Spring Swing.wav
SERGIK - Back to The Basics.wav,Unknown Artist,123.0,G major,9B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Back to The Basics.wav
SERGIK - Mind Rollercoaster.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Mind Rollercoaster.wav
SERGIK - On and On(Badu Remix).wav,Unknown Artist,123.0,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - On and On(Badu Remix).wav
SERGIK x Mateo Haze - Who's Boss_.wav,Unknown Artist,117.5,D major,10B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Mateo Haze - Who's Boss_.wav
SERGIK - Man On A Journey.wav,Unknown Artist,136.0,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Man On A Journey.wav
SERGIK x Stan The Guitarman - Highway 1.wav,Unknown Artist,129.2,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Stan The Guitarman - Highway 1.wav
SERGIK - 6 Hours In v2.mp3,Unknown Artist,129.2,D major,10B,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - 6 Hours In v2.mp3
SERGIK - Oooh Ah Eee.wav,Unknown Artist,123.0,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Oooh Ah Eee.wav
SERGIK x Francisco Josue - Let Me.2.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Francisco Josue - Let Me.2.wav
SERGIK x OG Coco - Tell Em Heal.wav,Unknown Artist,92.3,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coco - Tell Em Heal.wav
SERGIK - Happiness.wav,Unknown Artist,86.1,A minor,8A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Happiness.wav
SERGIK x LODIN - Mercy (Club Master).wav,Unknown Artist,123.0,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x LODIN - Mercy (Club Master).wav
SERGIK x Breauxxx - The Bag 130bpm (Techno SRGFLP)).wav,Unknown Artist,129.2,D major,10B,6,techno,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - The Bag 130bpm (Techno SRGFLP)).wav
SERGIK x Sean Hart x Sean Watson - Escapade.wav,Unknown Artist,92.3,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart x Sean Watson - Escapade.wav
SERGIK - Astro Spore.wav,Unknown Artist,123.0,D major,10B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Astro Spore.wav
SERGIK - Something Sick.wav,Unknown Artist,117.5,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Something Sick.wav
SERGIK - Radiowave Contact.wav,Unknown Artist,89.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Radiowave Contact.wav
SERGIK x JIMII - Do it Yourself.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x JIMII - Do it Yourself.wav
SERGIK x Crosstick - Katana Ghost.wav,Unknown Artist,92.3,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Crosstick - Katana Ghost.wav
SERGIK - Cosmic Cadillac.wav,Unknown Artist,80.7,D major,10B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cosmic Cadillac.wav
SERGIK  - It Is What It Is.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK  - It Is What It Is.wav
SERGIK - Dat Feelin.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dat Feelin.wav
SERGIK - Crawling Vines.wav,Unknown Artist,103.4,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Crawling Vines.wav
SERGIK - Musik Is The Answr.wav,Unknown Artist,86.1,D minor,7A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Musik Is The Answr.wav
SERGIK x OffMedz_ - Around the World.wav,Unknown Artist,123.0,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OffMedz_ - Around the World.wav
SERGIK - After Party.wav,Unknown Artist,129.2,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - After Party.wav
SERGIK - All Days.wav,Unknown Artist,129.2,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All Days.wav
SERGIK - GET ON MY VIBE.wav,Unknown Artist,86.1,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - GET ON MY VIBE.wav
SERGIK - Take A Walk.wav,Unknown Artist,123.0,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Take A Walk.wav
SERGIK - Happiness 2.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Happiness 2.wav
SERGIK x Silent Jay x Van - Viva Ponderosa.wav,Unknown Artist,129.2,G major,9B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay x Van - Viva Ponderosa.wav
SERGIK - Pop Musik.wav,Unknown Artist,86.1,A minor,8A,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Pop Musik.wav
SERGIK - Hustle Funkshway V2.wav,Unknown Artist,117.5,A major,11B,7,funk,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hustle Funkshway V2.wav
SERGIK - Money Talk Bs Walk.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Money Talk Bs Walk.wav
SERGIK - Bouncy Bop.wav,Unknown Artist,123.0,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bouncy Bop.wav
SERGIK - Game.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Game.wav
SERGIK - After After (All Around Flip).wav,Unknown Artist,129.2,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - After After (All Around Flip).wav
SERGIK - Disco 82.wav,Unknown Artist,123.0,D major,10B,5,disco,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Disco 82.wav
SERGIK - Feeling Lit.wav,Unknown Artist,123.0,A major,11B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Feeling Lit.wav
SERGIK - Rise n Shine.wav,Unknown Artist,86.1,D minor,7A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rise n Shine.wav
SERGIK - We Do This.wav,Unknown Artist,129.2,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - We Do This.wav
SERGIK x ESHER - Just Dont 124bpm.wav,Unknown Artist,86.1,D minor,7A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x ESHER - Just Dont 124bpm.wav
SERGIK - Gypsy - House 1.wav,Unknown Artist,152.0,D minor,7A,7,house,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Gypsy - House 1.wav
SERGIK - Life 1.wav,Unknown Artist,117.5,C# minor,12A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Life 1.wav
SERGIK - Juiced Up.wav,Unknown Artist,86.1,A major,11B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Juiced Up.wav
SERGIK x Dillon Nathaniel - Moon Glazin.wav,Unknown Artist,86.1,D minor,7A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dillon Nathaniel - Moon Glazin.wav
SERGIK x Jetski - Code Name SERGSKI.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Jetski - Code Name SERGSKI.wav
SERGIK  - Dreamer.wav,Unknown Artist,92.3,A minor,8A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK  - Dreamer.wav
Sergik - Freaky Up In Here.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Freaky Up In Here.wav
SERGIK - In The Streets - (Funkshway SRGFLp) 1.wav,Unknown Artist,117.5,A major,11B,6,funk,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Streets - (Funkshway SRGFLp) 1.wav
SERGIK -Crowd Control (Amerika SRGFLiP).wav,Unknown Artist,92.3,A minor,8A,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK -Crowd Control (Amerika SRGFLiP).wav
SERGIK - Have To Do It.wav,Unknown Artist,86.1,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Have To Do It.wav
SERGIK - What Is What 3.wav,Unknown Artist,143.6,D minor,7A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - What Is What 3.wav
SERGIK - How Ya.wav,Unknown Artist,129.2,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - How Ya.wav
Sergik x DJ Dalle - Its Your turn.wav,Unknown Artist,86.1,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x DJ Dalle - Its Your turn.wav
SERGIK - Kouch Potato.wav,Unknown Artist,123.0,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Kouch Potato.wav
SERGIK x Javi - Smoke Break at Da Crib.wav,Unknown Artist,86.1,D major,10B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Javi - Smoke Break at Da Crib.wav
SERGIK - No Stopping.wav,Unknown Artist,86.1,D major,10B,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - No Stopping.wav
SERGIK - 49ers - Move Your Feet (remix).wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - 49ers - Move Your Feet (remix).wav
SERGIK - Somthn L's.wav,Unknown Artist,129.2,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Somthn L's.wav
SERGIK x Francisco Josue - Let Me.wav,Unknown Artist,123.0,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Francisco Josue - Let Me.wav
SERGIK x Steve - Yard man.wav,Unknown Artist,129.2,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Steve - Yard man.wav
SERGIK x L9V - 6 Hours In.2.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x L9V - 6 Hours In.2.wav
SERGIK x Silent Jay - Make Me Free.wav,Unknown Artist,129.2,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Make Me Free.wav
SERGIK - Dont You.wav,Unknown Artist,129.2,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont You.wav
SERGIK - Soul Mind n Body v2.wav,Unknown Artist,123.0,D minor,7A,6,soul,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Soul Mind n Body v2.wav
SERGIK x Janis - Alchemy.wav,Unknown Artist,92.3,F minor,4A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis - Alchemy.wav
SERGIK - Doin Ma Thang.wav,Unknown Artist,129.2,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Doin Ma Thang.wav
SERGIK x Aloe Flipz - Shafeus.wav,Unknown Artist,86.1,A# minor,3A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Shafeus.wav
SERGIK x Ladell Ransom - Desiderata.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Ladell Ransom - Desiderata.wav
SERGIK - Dumb.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dumb.wav
SERGIK x Optikz - Front to Da Back.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Optikz - Front to Da Back.wav
SERGIK - Never Hold Back (TechyesHausno mix).wav,Unknown Artist,129.2,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Never Hold Back (TechyesHausno mix).wav
SERGIK - Be FreeNDaMind.wav,Unknown Artist,129.2,A major,11B,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Be FreeNDaMind.wav
SERGIK - Golden Hour - Reggaeton.wav,Unknown Artist,86.1,A major,11B,6,reggae,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Golden Hour - Reggaeton.wav
SERGIK - Been Done.wav,Unknown Artist,123.0,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Been Done.wav
SERGIK - Tell Me What It Do.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Tell Me What It Do.wav
SERGIK x Deep Chetty - So Good v3.wav,Unknown Artist,86.1,D minor,7A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Deep Chetty - So Good v3.wav
SERGIK - Gypsy - Trap 1.wav,Unknown Artist,152.0,D minor,7A,7,hiphop,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Gypsy - Trap 1.wav
SERGIK x SLICK FLOYD - Feelin Good.wav,Unknown Artist,86.1,D minor,7A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x SLICK FLOYD - Feelin Good.wav
SERGIK - Losing Control.wav,Unknown Artist,129.2,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Losing Control.wav
SERGIK - All My Ladies.wav,Unknown Artist,123.0,F major,7B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All My Ladies.wav
SERGIK x Jetskii - Levels To This.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Jetskii - Levels To This.wav
SERGIK - The McCoy.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The McCoy.wav
SERGIK - Movin.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Movin.wav
SERGIK - Soular Exploration.wav,Unknown Artist,86.1,D major,10B,6,soul,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Soular Exploration.wav
SERGIK - Everyday Gratitude 1.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Everyday Gratitude 1.wav
SERGIK - Dont Stop V3.wav,Unknown Artist,129.2,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont Stop V3.wav
SERGIK - Spanktula.1.wav,Unknown Artist,86.1,D minor,7A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Spanktula.1.wav
SERGIK x Bob Secret - The Bag.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Bob Secret - The Bag.wav
SERGIK - CorK.wav,Unknown Artist,123.0,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - CorK.wav
SERGIK x ESHER - Just Dont.wav,Unknown Artist,129.2,D minor,7A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x ESHER - Just Dont.wav
SERGIK - Cruise Control.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cruise Control.wav
SERGIK - Hold Me Down.wav,Unknown Artist,129.2,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hold Me Down.wav
SERGIK x OG Coconut - Take Me Home.wav,Unknown Artist,92.3,D minor,7A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut - Take Me Home.wav
SERGIK x Tibbs - Prosper v2.wav,Unknown Artist,143.6,E minor,9A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Tibbs - Prosper v2.wav
SERGIK - Funky Technician 1.wav,Unknown Artist,129.2,D major,10B,7,funk,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funky Technician 1.wav
SERGIK - Utopia.wav,Unknown Artist,89.1,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Utopia.wav
SERGIK - Bubble Buddy.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bubble Buddy.wav
SERGIK - Got Dat.wav,Unknown Artist,129.2,D major,10B,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Got Dat.wav
SERGIK - Bizzz (Instrumental).wav,Unknown Artist,89.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bizzz (Instrumental).wav
SERGIK - Get Up.wav,Unknown Artist,123.0,D major,10B,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Get Up.wav
SERGIK x Nood - Im Grown (Dub Edit).wav,Unknown Artist,143.6,D minor,7A,5,reggae,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Nood - Im Grown (Dub Edit).wav
Sergik - Doses.2.wav,Unknown Artist,86.1,D minor,7A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Doses.2.wav
SERGIK - Air It Out.wav,Unknown Artist,117.5,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Air It Out.wav
SERGIK - More Than Life.wav,Unknown Artist,86.1,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - More Than Life.wav
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya.wav,Unknown Artist,123.0,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya.wav
SERGIK - Good.wav,Unknown Artist,86.1,F# minor,11A,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Good.wav
SERGIK - Dont Stop v2.wav,Unknown Artist,129.2,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont Stop v2.wav
Sergik x Nobounds - Not My Fault.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Nobounds - Not My Fault.wav
SERGIK - Digitality.wav,Unknown Artist,86.1,A major,11B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Digitality.wav
SERGIK - Ascencion.wav,Unknown Artist,86.1,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Ascencion.wav
SERGIK - Pre Party.wav,Unknown Artist,86.1,F major,7B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Pre Party.wav
SERGIK x Tibbs - Prosper 1.wav,Unknown Artist,117.5,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Tibbs - Prosper 1.wav
SERGIK - High Class.wav,Unknown Artist,92.3,A major,11B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - High Class.wav
SERGIK - Brooting.wav,Unknown Artist,92.3,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Brooting.wav
SERGIK - I Forgot.wav,Unknown Artist,129.2,F# minor,11A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - I Forgot.wav
SERGIK x Zak Martin - Bang 2 Da Beat.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zak Martin - Bang 2 Da Beat.wav
SERGIK - Bender 1.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bender 1.wav
