filename,artist,bpm,key,camelot,energy,genres,format,path
SERGIK - In The Streets.wav,Unknown Artist,86.1,B minor,10A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Streets.wav
SERGIK x Silent Jay - Like That.wav,Unknown Artist,86.1,A major,11B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Like That.wav
SERGIK - tell her v2.wav,Unknown Artist,117.5,A minor,8A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - tell her v2.wav
SERGIK x Konbot x Lavender - Moon Freakin.wav,Unknown Artist,123.0,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Konbot x Lavender - Moon Freakin.wav
SERGIK - Head Up.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Head Up.wav
SERGIK x Breauxxx - Pumpin.wav,Unknown Artist,129.2,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - Pumpin.wav
SERGIK - Back Around.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Back Around.wav
SERGIK - Give Back Ft. Cy Heck.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Give Back Ft. Cy Heck.wav
SERGIK - Dubonaut.wav,Unknown Artist,129.2,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dubonaut.wav
SERGIK x Breauxx x WWW - Uninvited v2.wav,Unknown Artist,86.1,D major,10B,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxx x WWW - Uninvited v2.wav
SERGIK - Come On Strong - 124 BPM Dmin.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Come On Strong - 124 BPM Dmin.wav
SERGIK x Nood - Im Grown (Instrumental).wav,Unknown Artist,143.6,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Nood - Im Grown (Instrumental).wav
SERGIK - Moon Settler.wav,Unknown Artist,117.5,A minor,8A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Moon Settler.wav
SERGIK - Whats the Plan Ft. WWW.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Whats the Plan Ft. WWW.wav
SERGIK - Funkshway - ANALOG RECORDING.wav,Unknown Artist,117.5,D major,10B,6,funk,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funkshway - ANALOG RECORDING.wav
SERGIK - Self Love.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Self Love.wav
SERGIK - Conducter.wav,Unknown Artist,129.2,D minor,7A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Conducter.wav
SERGIK Ft. Janis & The Planets - Like A Daisy.wav,Unknown Artist,86.1,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Ft. Janis & The Planets - Like A Daisy.wav
SERGIK - In The Streets - (Funkshway SRGFLp) V2.wav,Unknown Artist,117.5,A major,11B,6,funk,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Streets - (Funkshway SRGFLp) V2.wav
SERGIK - Nimbus Ride.wav,Unknown Artist,117.5,D minor,7A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Nimbus Ride.wav
Sergik x DJ Epidemik x 1200Runway - No Time.wav,Unknown Artist,86.1,F# minor,11A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x DJ Epidemik x 1200Runway - No Time.wav
SERGIK x Auxlee - Quirk.wav,Unknown Artist,147.7,D major,10B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Auxlee - Quirk.wav
SERGIK - Chasing the sun to Tokyo (Mastered).wav,Unknown Artist,89.1,E minor,9A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Chasing the sun to Tokyo (Mastered).wav
SERGIK x Cafe Caderas - House Girls.wav,Unknown Artist,129.2,A major,11B,6,house,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Cafe Caderas - House Girls.wav
SERGIK - Drop Dat B.wav,Unknown Artist,129.2,D major,10B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Drop Dat B.wav
SERGIK - In The Moment.wav,Unknown Artist,86.1,D minor,7A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Moment.wav
SERGIK - Up All Night.wav,Unknown Artist,86.1,C major,8B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Up All Night.wav
SERGIK - I Like the way.wav,Unknown Artist,123.0,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - I Like the way.wav
SERGIK - Golden Hour - Trap.wav,Unknown Artist,86.1,A major,11B,6,hiphop,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Golden Hour - Trap.wav
SERGIK - Guttah.wav,Unknown Artist,129.2,A major,11B,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Guttah.wav
Sergik x Hausofdevotion - Delirium.wav,Unknown Artist,86.1,A minor,8A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Hausofdevotion - Delirium.wav
SERGIK x Janis - Like a Daisy (VIP Alchemy).wav,Unknown Artist,76.0,F major,7B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis - Like a Daisy (VIP Alchemy).wav
SERGIK - All My Ladies ft. Nessa.wav,Unknown Artist,123.0,F major,7B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All My Ladies ft. Nessa.wav
SERGIK x Breauxxx - All Around.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - All Around.wav
SERGIK - Lose Yourself.wav,Unknown Artist,123.0,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Lose Yourself.wav
SERGIK - Aha.wav,Unknown Artist,86.1,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Aha.wav
SERGIK x Aloe Flipz x Nood - Bxtch I Grow (Shafeus Edit).wav,Unknown Artist,86.1,A# minor,3A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz x Nood - Bxtch I Grow (Shafeus Edit).wav
SERGIK - Jumpin v2.wav,Unknown Artist,129.2,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Jumpin v2.wav
SERGIK x Silent Jay - Soul On Fire.wav,Unknown Artist,86.1,D major,10B,7,soul,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Soul On Fire.wav
SERGIK - Do My Thang.wav,Unknown Artist,86.1,A major,11B,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Do My Thang.wav
SERGIK x NOOD - If You Want To v2.wav,Unknown Artist,86.1,F major,7B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x NOOD - If You Want To v2.wav
SERGIK x Forgotten Modern - Give it To Em.wav,Unknown Artist,123.0,A minor,8A,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Forgotten Modern - Give it To Em.wav
SERGIK - Electrify.wav,Unknown Artist,86.1,D major,10B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Electrify.wav
SERGIK X JIMII - JUST IN CASE.wav,Unknown Artist,129.2,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK X JIMII - JUST IN CASE.wav
SERGIK x Sean Hart x Sean Watson V2x Janis - Snap Back Sweet.wav,Unknown Artist,92.3,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart x Sean Watson V2x Janis - Snap Back Sweet.wav
Sergik - Tell Me.wav,Unknown Artist,123.0,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Tell Me.wav
SERGIK x Breauxxx x NOOD - Comprehension.wav,Unknown Artist,129.2,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx x NOOD - Comprehension.wav
SERGIK x Aloe Flipz - Broken Problems v2.wav,Unknown Artist,123.0,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Broken Problems v2.wav
SERGIK x Slick - Gangsta.wav,Unknown Artist,86.1,D major,10B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick - Gangsta.wav
SERGIK - Elevator Musik.wav,Unknown Artist,129.2,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Elevator Musik.wav
SERGIK - Never Hold Back.wav,Unknown Artist,86.1,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Never Hold Back.wav
SERGIK - Funkshway analog.wav,Unknown Artist,117.5,D major,10B,7,funk,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funkshway analog.wav
Sergik - 90s Baby.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - 90s Baby.wav
SERGIK - Going Fast3.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Going Fast3.wav
SERGIK - Hotstepper Remix.wav,Unknown Artist,99.4,D minor,7A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hotstepper Remix.wav
SERGIK - Mind n Body.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Mind n Body.wav
SERGIK x NOBOUNDS - Alleyways.wav,Unknown Artist,123.0,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x NOBOUNDS - Alleyways.wav
SERGIK x Aloe Flipz - Betta Daze 88bpm.wav,Unknown Artist,89.1,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Betta Daze 88bpm.wav
SERGIK - Going Fast.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Going Fast.wav
SERGIK - Hi n Lo.wav,Unknown Artist,86.1,D# major,5B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hi n Lo.wav
SERGIK - Going Fast2.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Going Fast2.wav
SERGIK x CHKLZ - To Da Flow.wav,Unknown Artist,129.2,A major,11B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x CHKLZ - To Da Flow.wav
SERGIK ft. Residuo - Gottalotta.1.wav,Unknown Artist,123.0,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK ft. Residuo - Gottalotta.1.wav
Sergik x Skeezy - Gangsta.wav,Unknown Artist,129.2,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Skeezy - Gangsta.wav
SERGIK - Space Travel.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Space Travel.wav
SERGIK - Astro Daze.wav,Unknown Artist,76.0,A minor,8A,9,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Astro Daze.wav
SERGIK x OG Coconut - What you want.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut - What you want.wav
SERGIKx Offmedz_ - Trippy Liquid.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIKx Offmedz_ - Trippy Liquid.wav
SERGIK - Tequila Power.wav,Unknown Artist,86.1,F major,7B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Tequila Power.wav
SERGIK x Slick Floyd x Lev Ayathiens - Running V2.wav,Unknown Artist,117.5,F major,7B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd x Lev Ayathiens - Running V2.wav
Sergik x Slick - Da Pyramids.wav,Unknown Artist,86.1,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Slick - Da Pyramids.wav
SERGIK - Boomers.wav,Unknown Artist,123.0,F# minor,11A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Boomers.wav
SERGIK - Have To Dance.wav,Unknown Artist,123.0,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Have To Dance.wav
SERGIK x AUXLEE - The Conex.wav,Unknown Artist,103.4,A minor,8A,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x AUXLEE - The Conex.wav
SERGIK - Motions.wav,Unknown Artist,129.2,D minor,7A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Motions.wav
SERGIK - Duces (Disco Infero Remix).wav,Unknown Artist,112.3,D major,10B,6,disco,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Duces (Disco Infero Remix).wav
SERGIK - How I Feel.wav,Unknown Artist,117.5,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - How I Feel.wav
SERGIK - When we go.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - When we go.wav
SERGIK - Wonked.wav,Unknown Artist,92.3,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Wonked.wav
SERGIK - Whats Her Name ft. Mateo Haze.wav,Unknown Artist,117.5,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Whats Her Name ft. Mateo Haze.wav
SERGIK x LODIN - Bussin v2.wav,Unknown Artist,123.0,A major,11B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x LODIN - Bussin v2.wav
SERGIK - Leveled.wav,Unknown Artist,92.3,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Leveled.wav
SERGIK - Seretonin.wav,Unknown Artist,86.1,B minor,10A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Seretonin.wav
SERGIK - City Control.wav,Unknown Artist,123.0,A major,11B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - City Control.wav
SERGIK - Rhythm v3.wav,Unknown Artist,86.1,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rhythm v3.wav
SERGIK - Something.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Something.wav
SERGIK - Vibrationz.wav,Unknown Artist,123.0,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Vibrationz.wav
SERGIK - Giddup.wav,Unknown Artist,123.0,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Giddup.wav
SERGIK - Like The Ol Days.wav,Unknown Artist,123.0,E minor,9A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Like The Ol Days.wav
SERGIK x OG Coconut x Kuhl - Mavericks V2.wav,Unknown Artist,143.6,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut x Kuhl - Mavericks V2.wav
SERGIK x Deep Chetty- So Good.wav,Unknown Artist,86.1,D minor,7A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Deep Chetty- So Good.wav
SERGIK - Tell me wat it do.wav,Unknown Artist,129.2,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Tell me wat it do.wav
SERGIK Ft. Lugh Haurie - Zoned 127 BPM D Min.wav,Unknown Artist,129.2,C major,8B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Ft. Lugh Haurie - Zoned 127 BPM D Min.wav
Sergik x JIMIII x Mateo Haze - Tap In.wav,Unknown Artist,147.7,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x JIMIII x Mateo Haze - Tap In.wav
SERGIK x Zack Thrasher - Betta.wav,Unknown Artist,123.0,G major,9B,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zack Thrasher - Betta.wav
SERGIK x Zonii - kcuf.wav,Unknown Artist,123.0,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zonii - kcuf.wav
SERGIK - Wut We Bring.wav,Unknown Artist,86.1,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Wut We Bring.wav
SERGIK - Funky Technician.wav,Unknown Artist,86.1,D major,10B,6,funk,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funky Technician.wav
SERGIK x Breauxx x WWW - Uninvited.wav,Unknown Artist,86.1,D major,10B,9,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxx x WWW - Uninvited.wav
SERGIK x Zak Martin - Throw it Back.wav,Unknown Artist,129.2,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zak Martin - Throw it Back.wav
SERGIK - Rhythm v2.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rhythm v2.wav
SERGIK x Breauxxx - The Bag 135bpm (Techyea SRGFLIP).wav,Unknown Artist,129.2,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - The Bag 135bpm (Techyea SRGFLIP).wav
SERGIK x Frank Terry_Repeat_MSTR 1 [Worth the Weight Mastering].wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Frank Terry_Repeat_MSTR 1 [Worth the Weight Mastering].wav
SERGIK x Kody Black x Lugh Haurie - All My Friends.wav,Unknown Artist,129.2,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Kody Black x Lugh Haurie - All My Friends.wav
Sergik - Hard to Love.wav,Unknown Artist,117.5,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Hard to Love.wav
SERGIK - How We Do.wav,Unknown Artist,129.2,D major,10B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - How We Do.wav
SERGIK - Everyday.wav,Unknown Artist,95.7,A minor,8A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Everyday.wav
SERGIK x Auxlee - Weepin Willows.wav,Unknown Artist,136.0,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Auxlee - Weepin Willows.wav
SERGIK - The Beat.wav,Unknown Artist,117.5,A minor,8A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The Beat.wav
SERGIK x Mike Ron - MNWKA.wav,Unknown Artist,92.3,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Mike Ron - MNWKA.wav
SERGIK x Bob Secret - Kiss Me.wav,Unknown Artist,123.0,D minor,7A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Bob Secret - Kiss Me.wav
SERGIK - Bass Bunker.wav,Unknown Artist,89.1,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bass Bunker.wav
SERGIK - Rushy Funkshway.wav,Unknown Artist,117.5,A major,11B,6,funk,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rushy Funkshway.wav
SERGIK - Straight to the Room.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Straight to the Room.wav
SERGIK x CHKLZ - Ain_t Goin Out.wav,Unknown Artist,129.2,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x CHKLZ - Ain_t Goin Out.wav
SERGIK - Rhythm VIP Techno.wav,Unknown Artist,129.2,A minor,8A,6,techno,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rhythm VIP Techno.wav
SERGIK x Janis & The Planets - To The Moon.wav,Unknown Artist,117.5,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis & The Planets - To The Moon.wav
SERGIK ft. Javi - LOKO.wav,Unknown Artist,129.2,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK ft. Javi - LOKO.wav
SERGIK - This is the sound.wav,Unknown Artist,86.1,A major,11B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - This is the sound.wav
SERGIK - Piece Of Your Luv 2.wav,Unknown Artist,123.0,D minor,7A,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Piece Of Your Luv 2.wav
Sergik - Kittymean.wav,Unknown Artist,129.2,E minor,9A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Kittymean.wav
SERGIK x OG Coconut - Big Macs n Jumbo Jacks.wav,Unknown Artist,129.2,E minor,9A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut - Big Macs n Jumbo Jacks.wav
SERGIK - To Dat Bass.wav,Unknown Artist,129.2,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - To Dat Bass.wav
SERGIK x OG Coconut x Kuhl - Mavericks.aif,Unknown Artist,143.6,A major,11B,6,,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut x Kuhl - Mavericks.aif
SERGIK - Discodellic.wav,Unknown Artist,86.1,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Discodellic.wav
SERGIK - My Type.wav,Unknown Artist,86.1,D minor,7A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - My Type.wav
SERGIK x Aloe Flipz - Broken Problems.wav,Unknown Artist,123.0,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Broken Problems.wav
Sergik x Silent Jay - tear the roof off.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Silent Jay - tear the roof off.wav
SERGIK - Cherry Bombs singled.wav,Unknown Artist,86.1,D minor,7A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cherry Bombs singled.wav
SERGIK Rework - Say Yeah v4.wav,Unknown Artist,129.2,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Rework - Say Yeah v4.wav
SERGIK x NOOD - juice.wav,Unknown Artist,129.2,D major,10B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x NOOD - juice.wav
Sergik - Warehouse District.wav,Unknown Artist,86.1,C# minor,12A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Warehouse District.wav
Sergik - Recuperate.wav,Unknown Artist,83.4,A minor,8A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Recuperate.wav
SERGIK - Like That 1.wav,Unknown Artist,86.1,A major,11B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Like That 1.wav
SERGIK - Bender VIP.wav,Unknown Artist,86.1,D minor,7A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bender VIP.wav
sergik x frank terry_cozy cats_master 1 (worth the weight).wav,Unknown Artist,86.1,G major,9B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/sergik x frank terry_cozy cats_master 1 (worth the weight).wav
