filename,artist,bpm,key,camelot,energy,genres,format,path
I025_C045_080242.wav,Unknown Artist,92.3,A minor,8A,3,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/I025_C045_080242.wav
Feel Good (0).wav,Unknown Artist,129.2,D minor,7A,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Feel Good (0).wav
nsd x sergik - Get yours (Version 3).wav,Unknown Artist,117.5,F# major,2B,6,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/nsd x sergik - Get yours (Version 3).wav
Lodin - I've Been Waitin' 2.wav,Unknown Artist,123.0,D major,10B,7,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - I've Been Waitin' 2.wav
Sean Hart - ALWAYS SAFECRACKERAZ.wav,Unknown Artist,117.5,D major,10B,7,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sean Hart - ALWAYS SAFECRACKERAZ.wav
Ceemoar x Sergik - No Body.wav,Unknown Artist,86.1,D major,10B,9,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Ceemoar x Sergik - No Body.wav
Mike Crowe x SERGIK - Lifecycle Of Growth.wav,Unknown Artist,92.3,D major,10B,6,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Mike Crowe x SERGIK - Lifecycle Of Growth.wav
side of slapstick.wav,Unknown Artist,147.7,D major,10B,6,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/side of slapstick.wav
chik fil a brekky 3 stooogs.m4a,Unknown Artist,,,,,,m4a,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/chik fil a brekky 3 stooogs.m4a
eta_x_Lodin_-_UP.mp3,Unknown Artist,86.1,A minor,8A,5,,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/eta_x_Lodin_-_UP.mp3
MARS.mp3,Unknown Artist,152.0,A minor,8A,6,,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/MARS.mp3
today (0).wav,Unknown Artist,80.7,F major,7B,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/today (0).wav
GOING UP SIR.wav,Unknown Artist,86.1,A minor,8A,7,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/GOING UP SIR.wav
HEART OF GLASS  SNARE_2.wav,Unknown Artist,129.2,B minor,10A,4,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/HEART OF GLASS  SNARE_2.wav
frank terry x sergik - repeat [mstr v2] (worth the weight mastering).wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/frank terry x sergik - repeat [mstr v2] (worth the weight mastering).wav
WUB V1.wav,Unknown Artist,136.0,E major,12B,6,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/WUB V1.wav
Feel The Jam.mp3,Unknown Artist,89.1,A major,11B,4,,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Feel The Jam.mp3
Clowds of Color (0).wav,Unknown Artist,92.3,D minor,7A,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Clowds of Color (0).wav
ragga 110.wav,Unknown Artist,92.3,C major,8B,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/ragga 110.wav
Zack Thrasher X Sergik - Sauced.wav,Unknown Artist,123.0,D minor,7A,7,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Zack Thrasher X Sergik - Sauced.wav
Hidden World of Fungi - Michael Crowe x SERGIK.wav,Unknown Artist,136.0,A minor,8A,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Hidden World of Fungi - Michael Crowe x SERGIK.wav
3 wise.mp3,Unknown Artist,117.5,D minor,7A,6,,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/3 wise.mp3
love me for me.mp3,Unknown Artist,117.5,A major,11B,9,,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/love me for me.mp3
Anthany Ray - Stagger (SERGIK Master).wav,Unknown Artist,136.0,A minor,8A,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Anthany Ray - Stagger (SERGIK Master).wav
SERG x Batt - nuubee 2.wav,Unknown Artist,136.0,D major,10B,6,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERG x Batt - nuubee 2.wav
In The Groove - JCreate x Mewgun (0).wav,Unknown Artist,92.3,E major,12B,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/In The Groove - JCreate x Mewgun (0).wav
The Third (0).wav,Unknown Artist,86.1,A minor,8A,6,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/The Third (0).wav
"Dunes of Dawn, Dilon Karim - Throwing Shade 2.mp3",Unknown Artist,136.0,D major,10B,5,,mp3,"/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dunes of Dawn, Dilon Karim - Throwing Shade 2.mp3"
shangralalalalalala   la.mp3,Unknown Artist,117.5,D minor,7A,3,,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/shangralalalalalala   la.mp3
Dilon Karim - Chancellor 1.wav,Unknown Artist,89.1,A major,11B,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dilon Karim - Chancellor 1.wav
REMIND ME VOCAL.wav,Unknown Artist,112.3,A major,11B,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/REMIND ME VOCAL.wav
C MAJOR W BATTLO.wav,Unknown Artist,92.3,A minor,8A,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/C MAJOR W BATTLO.wav
familyphoto - greg v1.wav,Unknown Artist,143.6,A minor,8A,6,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/familyphoto - greg v1.wav
Ease Da Mood.mp3,Unknown Artist,123.0,A major,11B,5,,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Ease Da Mood.mp3
Auxlee x Silent Jay x SERGIK x Offmedz - Just Breathe.wav,Unknown Artist,117.5,D major,10B,6,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Auxlee x Silent Jay x SERGIK x Offmedz - Just Breathe.wav
NooD - bitch i grow v3.wav,Unknown Artist,123.0,F major,7B,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/NooD - bitch i grow v3.wav
Lodin - A Letter From Home.mp3,Unknown Artist,129.2,D major,10B,6,,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - A Letter From Home.mp3
Me Being Subtle (0).wav,Unknown Artist,86.1,A major,11B,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Me Being Subtle (0).wav
SBQTTC v3 2.wav,Unknown Artist,92.3,A minor,8A,7,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SBQTTC v3 2.wav
Stov x SERGIK - Decomp.wav,Unknown Artist,117.5,D major,10B,7,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Stov x SERGIK - Decomp.wav
The Third Eye.wav,Unknown Artist,143.6,F minor,4A,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/The Third Eye.wav
Flexing (0).wav,Unknown Artist,143.6,E minor,9A,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Flexing (0).wav
womwomwom 121BPM v2.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/womwomwom 121BPM v2.wav
slick x _ - Acid Wash.wav,Unknown Artist,123.0,A major,11B,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/slick x _ - Acid Wash.wav
Nicko Angelo - Bleep System.wav,Unknown Artist,129.2,D major,10B,5,,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Nicko Angelo - Bleep System.wav
8.23.24 V3.0  Poly Rhythm 120 BPM Note C.aif,Unknown Artist,117.5,C major,8B,5,,aif,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/8.23.24 V3.0  Poly Rhythm 120 BPM Note C.aif
01 robotron.mp3,safe crackers,86.1,A major,11B,7,,mp3,/Users/machd/Music/Music 1/Media.localized/Music/safe crackers/Unknown Album/01 robotron.mp3
03 Flirt.mp3,Cameo,143.6,G major,9B,9,,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Cameo/Alligator Woman/03 Flirt.mp3
