filename,artist,bpm,key,camelot,energy,genres,format,path
Lando - Vacation.mp3,Unknown Artist,123.0,A minor,8A,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Lando - Vacation.mp3
These times.wav,Unknown Artist,92.3,B minor,10A,4,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/These times.wav
Bad Bitch Affirmations Smart Bitch Edition.m4a,Unknown Artist,,,,,,m4a,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Bad Bitch Affirmations Smart Bitch Edition.m4a
Sean Hart - SHAKE THAT ASS FUNKERSIZE.wav,Unknown Artist,86.1,F# minor,11A,9,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sean Hart - SHAKE THAT ASS FUNKERSIZE.wav
chillout vibin.mp3,Unknown Artist,123.0,A major,11B,5,ambient,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/chillout vibin.mp3
Soundolosophy.wav,Unknown Artist,117.5,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Soundolosophy.wav
hip hop jordan 34-2.mp3,Unknown Artist,112.3,A major,11B,6,hiphop,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/hip hop jordan 34-2.mp3
ANDINO x SERGIK -  ELROW 1.wav,Unknown Artist,129.2,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/ANDINO x SERGIK -  ELROW 1.wav
untitled.fyjump3.mp3,Unknown Artist,147.7,G minor,6A,4,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/untitled.fyjump3.mp3
Chill hip hop 2.mp3,Unknown Artist,92.3,C major,8B,6,"hiphop,ambient",mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Chill hip hop 2.mp3
Chill hip hop 3.mp3,Unknown Artist,129.2,D major,10B,6,"hiphop,ambient",mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Chill hip hop 3.mp3
AZ.mp3,Unknown Artist,89.1,D major,10B,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/AZ.mp3
the LNGwayyyyyyyyy v1.wav,Unknown Artist,92.3,E major,12B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/the LNGwayyyyyyyyy v1.wav
TombStoned (0).wav,Unknown Artist,92.3,A minor,8A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/TombStoned (0).wav
Stranger wings 140.wav,Unknown Artist,143.6,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Stranger wings 140.wav
Janis & The Planets x SERGIK - Searching.wav,Unknown Artist,92.3,F major,7B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Janis & The Planets x SERGIK - Searching.wav
Another Day.wav,Unknown Artist,123.0,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Another Day.wav
You Said That (0).wav,Unknown Artist,89.1,A major,11B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/You Said That (0).wav
long ago (1).wav,Unknown Artist,89.1,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/long ago (1).wav
Dream Edge_2.mp3,Unknown Artist,99.4,F# minor,11A,5,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dream Edge_2.mp3
Trip Hop 3.mp3,Unknown Artist,152.0,D major,10B,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 3.mp3
BeJanis x Sergik's Secret - Soul Infinite.wav,Unknown Artist,92.3,D minor,7A,6,soul,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BeJanis x Sergik's Secret - Soul Infinite.wav
Old Fellas 4 (Sin Drum).mp3,Unknown Artist,80.7,A major,11B,5,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Old Fellas 4 (Sin Drum).mp3
8.12 - haus.mp3,Unknown Artist,123.0,B minor,10A,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/8.12 - haus.mp3
OG Coconut - sturdy_uh.wav,Unknown Artist,143.6,E minor,9A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/OG Coconut - sturdy_uh.wav
Cold Sweat.wav,Unknown Artist,89.1,A# minor,3A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Cold Sweat.wav
SERIK x Stan The Guitarman - Well Known Treat.wav,Unknown Artist,123.0,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERIK x Stan The Guitarman - Well Known Treat.wav
Ease (0).wav,Unknown Artist,86.1,A minor,8A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Ease (0).wav
SHAKE THAT ASS FUNKERSIZE.wav,Unknown Artist,86.1,F# minor,11A,9,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SHAKE THAT ASS FUNKERSIZE.wav
808 start up!.mp3,Unknown Artist,80.7,A minor,8A,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/808 start up!.mp3
DURO - no breakdown no vox 11.30.22.mp3,Unknown Artist,86.1,B minor,10A,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/DURO - no breakdown no vox 11.30.22.mp3
Tang Wu (0).wav,Unknown Artist,123.0,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Tang Wu (0).wav
Optikz x SERGIK(Vips) - Crowd Control - Trap.wav,Unknown Artist,123.0,A minor,8A,8,hiphop,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Optikz x SERGIK(Vips) - Crowd Control - Trap.wav
9.22.24 Empty 120 BPM Note C.aif,Unknown Artist,117.5,C major,8B,6,,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/9.22.24 Empty 120 BPM Note C.aif
Goin Backwards.mp3,Unknown Artist,136.0,A minor,8A,7,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Goin Backwards.mp3
"DRE, Dilon Karim - Frustrated (Unreleased).wav",Unknown Artist,143.6,A major,11B,5,,wav,"/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/DRE, Dilon Karim - Frustrated (Unreleased).wav"
Realm Transfer.wav,Unknown Artist,86.1,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Realm Transfer.wav
ARZA - Swear Fo 2.wav,Unknown Artist,92.3,F# minor,11A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/ARZA - Swear Fo 2.wav
relaxation.mp3,Unknown Artist,123.0,A minor,8A,4,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/relaxation.mp3
Trip Hop 4.mp3,Unknown Artist,86.1,A major,11B,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 4.mp3
How I Work [vocals].mp3,Unknown Artist,129.2,D major,10B,7,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/How I Work [vocals].mp3
RIdin.wav,Unknown Artist,86.1,F# minor,11A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/RIdin.wav
Dunes of Dawn & Dilon Karim - Paranoia (UNR).mp3,Unknown Artist,92.3,A major,11B,5,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dunes of Dawn & Dilon Karim - Paranoia (UNR).mp3
Andino x Sergik - Tradicion master.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Andino x Sergik - Tradicion master.wav
no love (0).wav,Unknown Artist,123.0,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/no love (0).wav
3 41 AM.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/3 41 AM.wav
Cory Hill x SERGIK - Love.wav,Unknown Artist,117.5,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Cory Hill x SERGIK - Love.wav
Lodin - A Letter From Home 2.mp3,Unknown Artist,129.2,D major,10B,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - A Letter From Home 2.mp3
Hidden World of Fungi (Instrumental)  - Michael Crowe x SERGIK.wav,Unknown Artist,129.2,C major,8B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Hidden World of Fungi (Instrumental)  - Michael Crowe x SERGIK.wav
Cory Hill x SERGIK - Love 1.wav,Unknown Artist,86.1,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Cory Hill x SERGIK - Love 1.wav
Donuts N Milk (0).wav,Unknown Artist,89.1,B major,1B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Donuts N Milk (0).wav
Rainy Daze (0).wav,Unknown Artist,86.1,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Rainy Daze (0).wav
Noir Pt 2.mp3,Unknown Artist,83.4,A# minor,3A,5,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Noir Pt 2.mp3
RUNTHA v222.mp3,Unknown Artist,86.1,E minor,9A,7,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/RUNTHA v222.mp3
Pixelated Thoughts (0).wav,Unknown Artist,89.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Pixelated Thoughts (0).wav
england 2.wav,Unknown Artist,86.1,E major,12B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/england 2.wav
8.14 - novation.mp3,Unknown Artist,86.1,F minor,4A,5,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/8.14 - novation.mp3
BOTEV - WALK WIT IT V3.wav,Unknown Artist,129.2,A minor,8A,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BOTEV - WALK WIT IT V3.wav
Jcreate - Sick rat  COLLAB 83.261 bpm.mp3,Unknown Artist,86.1,G# minor,1A,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Jcreate - Sick rat  COLLAB 83.261 bpm.mp3
Mine Edit.mp3,Unknown Artist,86.1,F# minor,11A,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Mine Edit.mp3
dane n jc.mp3,Unknown Artist,86.1,A major,11B,5,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/dane n jc.mp3
jazz new.mp3,Unknown Artist,129.2,D minor,7A,6,jazz,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/jazz new.mp3
uncertain.wav,Unknown Artist,78.3,B minor,10A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/uncertain.wav
Trip Hop 7.mp3,Unknown Artist,89.1,D minor,7A,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 7.mp3
womwomwom 121BPM v2 1.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/womwomwom 121BPM v2 1.wav
Moon Night Light.mp3,Unknown Artist,86.1,C major,8B,4,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Moon Night Light.mp3
Overtime (0).wav,Unknown Artist,89.1,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Overtime (0).wav
Evolution theory.mp3,Unknown Artist,86.1,A minor,8A,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Evolution theory.mp3
Humanity Unknown.mp3,Unknown Artist,80.7,D major,10B,7,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Humanity Unknown.mp3
Lodin - A Letter From Home 1.mp3,Unknown Artist,129.2,D major,10B,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - A Letter From Home 1.mp3
tommorow (0).wav,Unknown Artist,129.2,G# minor,1A,4,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/tommorow (0).wav
romin killa 2.mp3,Unknown Artist,129.2,D major,10B,7,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/romin killa 2.mp3
NooD - bitch i grow v3 1.wav,Unknown Artist,123.0,F major,7B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/NooD - bitch i grow v3 1.wav
DINO x SERGIK - MEXICAN CHEETOS.wav,Unknown Artist,129.2,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/DINO x SERGIK - MEXICAN CHEETOS.wav
Silent Jay x Sergik - It's Getting FINAL.wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Silent Jay x Sergik - It's Getting FINAL.wav
FALL AWAY FLIP final_.wav,Unknown Artist,143.6,A minor,8A,3,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/FALL AWAY FLIP final_.wav
Rainy Daze.wav,Unknown Artist,86.1,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Rainy Daze.wav
mind modulation.m4a,Unknown Artist,,,,,,m4a,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/mind modulation.m4a
Make you lose control (BPM 127) (JcreateXGRAPHX).wav,Unknown Artist,129.2,E major,12B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Make you lose control (BPM 127) (JcreateXGRAPHX).wav
on_a_roll_nunzio_packs_v2-1.wav,Unknown Artist,129.2,D# major,5B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/on_a_roll_nunzio_packs_v2-1.wav
GUCCI'S DJ BAG M1.aif,Unknown Artist,147.7,D major,10B,6,,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/GUCCI'S DJ BAG M1.aif
casta collab 2 master 2.wav,Unknown Artist,129.2,E minor,9A,8,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/casta collab 2 master 2.wav
18-Audio 0001 [2024-07-25 035127].aif,Unknown Artist,92.3,A minor,8A,5,,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/18-Audio 0001 [2024-07-25 035127].aif
Cory Hill x SERGIK - Love v2.wav,Unknown Artist,117.5,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Cory Hill x SERGIK - Love v2.wav
HOP BUNNY HOP.mp3,Unknown Artist,92.3,E major,12B,7,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/HOP BUNNY HOP.mp3
Leaned out 1 (1).wav,Unknown Artist,152.0,G minor,6A,9,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Leaned out 1 (1).wav
nunzio 430 final mix.mp3,Unknown Artist,123.0,E major,12B,5,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/nunzio 430 final mix.mp3
AUDIO_6480.mp3,Unknown Artist,86.1,F# minor,11A,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/AUDIO_6480.mp3
ARZA - Swear Fo 2 vocals.wav,Unknown Artist,129.2,G minor,6A,9,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/ARZA - Swear Fo 2 vocals.wav
new leef v9.wav,Unknown Artist,123.0,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/new leef v9.wav
SHAKE THAT ASS FUNKERSIZE 2.wav,Unknown Artist,86.1,F# minor,11A,9,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SHAKE THAT ASS FUNKERSIZE 2.wav
england (BPM 124).wav,Unknown Artist,86.1,E major,12B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/england (BPM 124).wav
112 Cmin - Wanna B. 11.29.22 - skeleton.mp3,Unknown Artist,89.1,G# minor,1A,5,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/112 Cmin - Wanna B. 11.29.22 - skeleton.mp3
_dissss.aif,Unknown Artist,123.0,A minor,8A,5,,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/_dissss.aif
Scarface - Rush Rush Get The Yayo.m4a,Unknown Artist,,,,,,m4a,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Scarface - Rush Rush Get The Yayo.m4a
THE ALCHEMIST x GRISELDA TYPE BEAT - Resolve.mp3,Unknown Artist,80.7,A major,11B,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/THE ALCHEMIST x GRISELDA TYPE BEAT - Resolve.mp3
hip hop 18.mp3,Unknown Artist,143.6,D minor,7A,6,hiphop,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/hip hop 18.mp3
AZ 2.mp3,Unknown Artist,89.1,D major,10B,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/AZ 2.mp3
_  .wav,Unknown Artist,86.1,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/_  .wav
sunset_TK15887069.mp3.mp3,Unknown Artist,123.0,D minor,7A,5,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/sunset_TK15887069.mp3.mp3
9..10.24 Lonely 111 BPM Note F#.aif,Unknown Artist,92.3,F# minor,11A,6,,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/9..10.24 Lonely 111 BPM Note F#.aif
ARZA - Swear Fo.wav,Unknown Artist,92.3,F# minor,11A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/ARZA - Swear Fo.wav
barbie remix v333.mp3,Unknown Artist,86.1,A minor,8A,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/barbie remix v333.mp3
Dilon Karim - Attitude (Alternate Dub).wav,Unknown Artist,86.1,D major,10B,6,reggae,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dilon Karim - Attitude (Alternate Dub).wav
Lucidic.wav,Unknown Artist,86.1,E minor,9A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Lucidic.wav
Sploink Music.wav,Unknown Artist,80.7,B minor,10A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sploink Music.wav
connection.wav,Unknown Artist,152.0,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/connection.wav
MA_DanBarracuda_Medianoche_Instrumental.wav,Unknown Artist,117.5,F# major,2B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/MA_DanBarracuda_Medianoche_Instrumental.wav
Barrio Bros - Bloops.wav,Unknown Artist,86.1,A major,11B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Barrio Bros - Bloops.wav
Tommorow maybe-2.wav,Unknown Artist,117.5,C# major,3B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Tommorow maybe-2.wav
Clear Dessert Skies Ft. Mewgun (guitar).mp3,Unknown Artist,86.1,A major,11B,5,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Clear Dessert Skies Ft. Mewgun (guitar).mp3
space dust.wav,Unknown Artist,123.0,C minor,5A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/space dust.wav
Dunes of Dawn & Dilon Karim - Thought Process (DEMO).wav,Unknown Artist,143.6,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dunes of Dawn & Dilon Karim - Thought Process (DEMO).wav
Arza - Dark Triad 120bpm D min.wav,Unknown Artist,92.3,D minor,7A,3,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Arza - Dark Triad 120bpm D min.wav
Ego Trippin Master.wav,Unknown Artist,89.1,A minor,8A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Ego Trippin Master.wav
I'll wait Hip Hop Type Beat.wav,Unknown Artist,92.3,D major,10B,6,hiphop,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/I'll wait Hip Hop Type Beat.wav
Mike Crowe Mycology Series V1 - Sounds by SERGIK.wav,Unknown Artist,129.2,D major,10B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Mike Crowe Mycology Series V1 - Sounds by SERGIK.wav
in the town (0).wav,Unknown Artist,123.0,B minor,10A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/in the town (0).wav
Lucy Lights.wav,Unknown Artist,112.3,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Lucy Lights.wav
sine_init v2.wav,Unknown Artist,92.3,B minor,10A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/sine_init v2.wav
SnoopCat.wav,Unknown Artist,92.3,F# minor,11A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SnoopCat.wav
Slick Floyd x SERGIK x Silent Jay - Sonic Movement FINAL.wav,Unknown Artist,129.2,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Slick Floyd x SERGIK x Silent Jay - Sonic Movement FINAL.wav
Floating the city (0).wav,Unknown Artist,123.0,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Floating the city (0).wav
OPTIKZ SWXTCHBLADE 174 E' (M1).aif,Unknown Artist,89.1,A minor,8A,7,,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/OPTIKZ SWXTCHBLADE 174 E' (M1).aif
i do remember logan v2 3.wav,Unknown Artist,117.5,E major,12B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/i do remember logan v2 3.wav
BUBBLES NEW.wav,Unknown Artist,143.6,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BUBBLES NEW.wav
jake alexander v1.aif,Unknown Artist,123.0,A minor,8A,5,,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/jake alexander v1.aif
Cloupour JFears.wav,Unknown Artist,78.3,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Cloupour JFears.wav
9.24.24 What A Day 120 BPM Note F.aif,Unknown Artist,123.0,F major,7B,6,,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/9.24.24 What A Day 120 BPM Note F.aif
No Beer Here (0).wav,Unknown Artist,92.3,D minor,7A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/No Beer Here (0).wav
This is the sound.wav,Unknown Artist,123.0,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/This is the sound.wav
EAT THE ACID V2.wav,Unknown Artist,86.1,A minor,8A,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/EAT THE ACID V2.wav
WHAT THE FUCK.mp3,Unknown Artist,86.1,A major,11B,4,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/WHAT THE FUCK.mp3
upcoming (0).wav,Unknown Artist,99.4,E major,12B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/upcoming (0).wav
Arza - Art Of Dying 127bpm prod. Arza E♭ min.wav,Unknown Artist,89.1,F# major,2B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Arza - Art Of Dying 127bpm prod. Arza E♭ min.wav
Dmtree - Overgrown.wav,Unknown Artist,92.3,G# minor,1A,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dmtree - Overgrown.wav
SEERGIK - All The Vibes.wav,Unknown Artist,86.1,D major,10B,7,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SEERGIK - All The Vibes.wav
phase distortion v3.wav,Unknown Artist,89.1,D major,10B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/phase distortion v3.wav
Arza - Hologram G min.wav,Unknown Artist,92.3,G minor,6A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Arza - Hologram G min.wav
Sugar Cubes (0).wav,Unknown Artist,78.3,A major,11B,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sugar Cubes (0).wav
BATTERYLO & PALMA-  LZRR V1.wav,Unknown Artist,129.2,B minor,10A,5,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BATTERYLO & PALMA-  LZRR V1.wav
Andino x Sergik x Janis - Tradicion.wav,Unknown Artist,129.2,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Andino x Sergik x Janis - Tradicion.wav
double it j dawg.mp3,Unknown Artist,117.5,G# minor,1A,6,,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/double it j dawg.mp3
bobby BATTLO v7.wav,Unknown Artist,92.3,D major,10B,6,,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/bobby BATTLO v7.wav
8.28.24 Tryin Be 120 BPM Note E.aif,Unknown Artist,86.1,E minor,9A,6,,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/8.28.24 Tryin Be 120 BPM Note E.aif
BOBBY HILL.aif,Unknown Artist,86.1,A major,11B,6,,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BOBBY HILL.aif
Hip Hop.mp3,Unknown Artist,89.1,A minor,8A,6,hiphop,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop.mp3
