filename,artist_folder,path,size_mb,format,genres,bpm,is_sergik
SERGIK x Optikz - Front to Da Back.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Optikz - Front to Da Back.wav,36.53,wav,,,True
Jcreate - Sick rat  COLLAB 83.261 bpm.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Jcreate - Sick rat  COLLAB 83.261 bpm.mp3,3.19,mp3,,,False
SERGIK - Never Hold Back (TechyesHausno mix).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Never Hold Back (TechyesHausno mix).wav,61.03,wav,,,True
SERGIK - Be FreeNDaMind.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Be FreeNDaMind.wav,36.88,wav,,,True
Mine Edit.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Mine Edit.mp3,5.63,mp3,,,False
SERGIK - Golden Hour - Reggaeton.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Golden Hour - Reggaeton.wav,55.68,wav,reggae,,True
SERGIK - Been Done.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Been Done.wav,64.01,wav,,,True
dane n jc.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/dane n jc.mp3,2.01,mp3,,,False
SERGIK - Tell Me What It Do.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Tell Me What It Do.wav,61.51,wav,,,True
SERGIK x Deep Chetty - So Good v3.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Deep Chetty - So Good v3.wav,66.38,wav,,,True
jazz new.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/jazz new.mp3,18.98,mp3,jazz,,False
SERGIK - Gypsy - Trap 1.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Gypsy - Trap 1.wav,61.07,wav,hiphop,,True
SERGIK x SLICK FLOYD - Feelin Good.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x SLICK FLOYD - Feelin Good.wav,63.28,wav,,,True
SERGIK - Losing Control.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Losing Control.wav,37.81,wav,,,True
SERGIK - All My Ladies.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All My Ladies.wav,55.76,wav,,,True
SERGIK x Jetskii - Levels To This.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Jetskii - Levels To This.wav,79.12,wav,,,True
uncertain.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/uncertain.wav,27.61,wav,,,False
SERGIK - The McCoy.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The McCoy.wav,45.6,wav,,,True
Trip Hop 7.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 7.mp3,8.49,mp3,,,False
SERGIK - Movin.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Movin.wav,58.64,wav,,,True
SERGIK - Soular Exploration.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Soular Exploration.wav,60.12,wav,soul,,True
womwomwom 121BPM v2 1.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/womwomwom 121BPM v2 1.wav,76.08,wav,,121,False
SERGIK - Everyday Gratitude 1.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Everyday Gratitude 1.wav,64.01,wav,,,True
Moon Night Light.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Moon Night Light.mp3,7.65,mp3,,,False
Overtime (0).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Overtime (0).wav,28.71,wav,,,False
SERGIK - Dont Stop V3.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont Stop V3.wav,55.76,wav,,,True
SERGIK - Spanktula.1.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Spanktula.1.wav,50.39,wav,,,True
SERGIK x Bob Secret - The Bag.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Bob Secret - The Bag.wav,64.57,wav,,,True
SERGIK - CorK.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - CorK.wav,58.14,wav,,,True
SERGIK x ESHER - Just Dont.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x ESHER - Just Dont.wav,66.99,wav,,,True
SERGIK - Cruise Control.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cruise Control.wav,55.9,wav,,,True
SERGIK - Hold Me Down.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hold Me Down.wav,73.7,wav,,,True
SERGIK x OG Coconut - Take Me Home.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut - Take Me Home.wav,63.66,wav,,,True
SERGIK x Tibbs - Prosper v2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Tibbs - Prosper v2.wav,167.71,wav,,,True
SERGIK - Funky Technician 1.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funky Technician 1.wav,82.02,wav,funk,,True
SERGIK - Utopia.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Utopia.wav,51.52,wav,,,True
Evolution theory.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Evolution theory.mp3,2.31,mp3,,,False
SERGIK - Bubble Buddy.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bubble Buddy.wav,62.98,wav,,,True
SERGIK - Got Dat.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Got Dat.wav,51.91,wav,,,True
Humanity Unknown.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Humanity Unknown.mp3,6.64,mp3,,,False
Lodin - A Letter From Home 1.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - A Letter From Home 1.mp3,15.26,mp3,,,False
tommorow (0).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/tommorow (0).wav,15.38,wav,,,False
SERGIK - Bizzz (Instrumental).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bizzz (Instrumental).wav,65.99,wav,,,True
SERGIK - Get Up.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Get Up.wav,59.54,wav,,,True
SERGIK x Nood - Im Grown (Dub Edit).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Nood - Im Grown (Dub Edit).wav,62.69,wav,reggae,,True
Sergik - Doses.2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Doses.2.wav,43.93,wav,,,True
SERGIK - Air It Out.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Air It Out.wav,58.51,wav,,,True
romin killa 2.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/romin killa 2.mp3,12.69,mp3,,,False
NooD - bitch i grow v3 1.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/NooD - bitch i grow v3 1.wav,117.22,wav,,,False
DINO x SERGIK - MEXICAN CHEETOS.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/DINO x SERGIK - MEXICAN CHEETOS.wav,43.58,wav,,,False
SERGIK - More Than Life.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - More Than Life.wav,70.82,wav,,,True
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya.wav,66.67,wav,,,True
Silent Jay x Sergik - It's Getting FINAL.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Silent Jay x Sergik - It's Getting FINAL.wav,78.0,wav,,,False
SERGIK - Good.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Good.wav,62.5,wav,,,True
SERGIK - Dont Stop v2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont Stop v2.wav,55.76,wav,,,True
Sergik x Nobounds - Not My Fault.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Nobounds - Not My Fault.wav,36.82,wav,,,True
SERGIK - Digitality.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Digitality.wav,32.83,wav,,,True
FALL AWAY FLIP final_.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/FALL AWAY FLIP final_.wav,56.76,wav,,,False
SERGIK - Ascencion.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Ascencion.wav,69.01,wav,,,True
SERGIK - Pre Party.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Pre Party.wav,69.69,wav,,,True
SERGIK x Tibbs - Prosper 1.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Tibbs - Prosper 1.wav,182.54,wav,,,True
Rainy Daze.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Rainy Daze.wav,22.55,wav,,,False
SERGIK - High Class.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - High Class.wav,69.21,wav,,,True
mind modulation.m4a,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/mind modulation.m4a,5.1,m4a,,,False
SERGIK - Brooting.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Brooting.wav,55.66,wav,,,True
SERGIK - I Forgot.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - I Forgot.wav,80.11,wav,,,True
SERGIK x Zak Martin - Bang 2 Da Beat.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zak Martin - Bang 2 Da Beat.wav,57.68,wav,,,True
SERGIK - Bender 1.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bender 1.wav,62.0,wav,,,True
SERGIK - Funkshway - Digi Analog.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funkshway - Digi Analog.wav,75.57,wav,funk,,True
SERGIK - Cant Kill My Vibe.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cant Kill My Vibe.wav,41.34,wav,,,True
Make you lose control (BPM 127) (JcreateXGRAPHX).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Make you lose control (BPM 127) (JcreateXGRAPHX).wav,35.61,wav,,,False
SERGIK - What They Say.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - What They Say.wav,77.39,wav,,,True
SERGIK - Opinions.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Opinions.wav,61.52,wav,,,True
SERGIK - Swonky.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Swonky.wav,35.61,wav,,,True
on_a_roll_nunzio_packs_v2-1.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/on_a_roll_nunzio_packs_v2-1.wav,39.41,wav,,,False
GUCCI'S DJ BAG M1.aif,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/GUCCI'S DJ BAG M1.aif,29.7,aif,,,False
SERGIK - Alright.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Alright.wav,64.82,wav,,,True
SERGIK - Birth of a planet.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Birth of a planet.wav,37.68,wav,,,True
SERGIK - Whats the Reason (Bass VIP 2).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Whats the Reason (Bass VIP 2).wav,59.22,wav,,,True
casta collab 2 master 2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/casta collab 2 master 2.wav,85.56,wav,,,False
SERGIK - Rooftop Sunsets.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rooftop Sunsets.wav,72.62,wav,,,True
18-Audio 0001 [2024-07-25 035127].aif,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/18-Audio 0001 [2024-07-25 035127].aif,114.27,aif,,,False
Cory Hill x SERGIK - Love v2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Cory Hill x SERGIK - Love v2.wav,76.21,wav,,,False
HOP BUNNY HOP.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/HOP BUNNY HOP.mp3,11.99,mp3,,,False
SERGIK - After After (All Around Flip) V2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - After After (All Around Flip) V2.wav,60.56,wav,,,True
SERGIK - Rabbit hole.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rabbit hole.wav,31.26,wav,,,True
SERGIK - HUSTLE.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - HUSTLE.wav,38.76,wav,,,True
Leaned out 1 (1).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Leaned out 1 (1).wav,31.22,wav,,,False
SERGIK - Everyday Gratitude.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Everyday Gratitude.wav,64.01,wav,,,True
SERGIK ft Cy Heck - Give Back.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK ft Cy Heck - Give Back.wav,65.29,wav,,,True
nunzio 430 final mix.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/nunzio 430 final mix.mp3,5.09,mp3,,,False
AUDIO_6480.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/AUDIO_6480.mp3,5.63,mp3,,,False
SERGIK - Fall Back.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Fall Back.wav,58.14,wav,,,True
SERGIK - What They Say_.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - What They Say_.wav,77.39,wav,,,True
SERGIK - Divine Molecules.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Divine Molecules.wav,40.05,wav,,,True
SERGIK - Creekside.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Creekside.wav,61.05,wav,,,True
ARZA - Swear Fo 2 vocals.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/ARZA - Swear Fo 2 vocals.wav,49.08,wav,,,False
SERGIK - Jahdelicah.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Jahdelicah.wav,72.07,wav,,,True
SERGIK - Bombaclat.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bombaclat.wav,25.69,wav,,,True
SERGIK x ANDINO - How You Do It_.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x ANDINO - How You Do It_.wav,108.53,wav,,,True
SERGIK x Janis and The Planets - Searching.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis and The Planets - Searching.wav,47.94,wav,,,True
SERGIK - Techno Vato.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Techno Vato.wav,86.39,wav,techno,,True
SERGIK - They Know.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - They Know.wav,66.42,wav,,,True
new leef v9.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/new leef v9.wav,25.57,wav,,,False
SHAKE THAT ASS FUNKERSIZE 2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SHAKE THAT ASS FUNKERSIZE 2.wav,140.92,wav,,,False
SERGIK - Way Back.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Way Back.wav,70.74,wav,,,True
SERGIK x Nood - Im Grown.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Nood - Im Grown.wav,84.83,wav,,,True
SERGIK - For The Love.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - For The Love.wav,58.32,wav,,,True
SERGIK x BeJanis - Hydrate v2.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x BeJanis - Hydrate v2.wav,66.91,wav,,,True
SERGIK - Peer Pressure.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Peer Pressure.wav,62.98,wav,,,True
Sergik - I Could.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - I Could.wav,23.96,wav,,,True
SERGIK x L9V - DarkPark.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x L9V - DarkPark.wav,75.94,wav,,,True
SERGIK - All The Vibes.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All The Vibes.wav,69.69,wav,,,True
england (BPM 124).wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/england (BPM 124).wav,36.86,wav,,,False
SERGIK x Melfice - Buggn.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Melfice - Buggn.wav,60.12,wav,,,True
SERGIK - Mr. DJ.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Mr. DJ.wav,61.99,wav,,,True
112 Cmin - Wanna B. 11.29.22 - skeleton.mp3,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/112 Cmin - Wanna B. 11.29.22 - skeleton.mp3,9.16,mp3,,,False
SERGIK x Stoy - Intelligent Filteroid.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Stoy - Intelligent Filteroid.wav,81.71,wav,,,True
_dissss.aif,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/_dissss.aif,92.36,aif,,,False
SERGIK  - Make it Bounce.wav,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK  - Make it Bounce.wav,65.37,wav,,,True
Scarface - Rush Rush Get The Yayo.m4a,Unknown Artist,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Scarface - Rush Rush Get The Yayo.m4a,4.44,m4a,,,False
