filename,artist_folder,bpm,key,duration_sec,sample_rate,bit_depth,channels,file_size_mb,format,path
SERGIK - Funkshway - ANALOG RECORDING.wav,Unknown Artist,,,299.49,44100,24,2,75.57,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funkshway - ANALOG RECORDING.wav
SERGIK - Self Love.wav,Unknown Artist,,,253.77,44100,24,2,64.04,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Self Love.wav
SERGIK - Conducter.wav,Unknown Artist,,,277.5,44100,24,2,70.03,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Conducter.wav
Hip Hop 10.mp3,Unknown Artist,,,126.38,44100,0,2,4.82,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop 10.mp3
SERGIK Ft. Janis & The Planets - Like A Daisy.wav,Unknown Artist,,,228.71,44100,24,2,57.71,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Ft. Janis & The Planets - Like A Daisy.wav
SERGIK - In The Streets - (Funkshway SRGFLp) V2.wav,Unknown Artist,,,304.7,44100,24,2,76.89,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Streets - (Funkshway SRGFLp) V2.wav
doors of perception.mp3,Unknown Artist,,,240.61,44100,0,2,9.18,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/doors of perception.mp3
SERGIK - Nimbus Ride.wav,Unknown Artist,,,260.0,44100,24,2,65.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Nimbus Ride.wav
Sergik x DJ Epidemik x 1200Runway - No Time.wav,Unknown Artist,,,199.68,44100,0,2,33.59,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x DJ Epidemik x 1200Runway - No Time.wav
Chasing Dreams (1).wav,Unknown Artist,,,176.0,44100,0,2,29.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Chasing Dreams (1).wav
SERGIK x Auxlee - Quirk.wav,Unknown Artist,,,259.56,44100,24,2,65.5,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Auxlee - Quirk.wav
Dreaming Jet 2.mp3,Unknown Artist,,,330.06,44100,0,2,12.59,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dreaming Jet 2.mp3
SERGIK - Chasing the sun to Tokyo (Mastered).wav,Unknown Artist,,,166.1,44100,0,2,27.94,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Chasing the sun to Tokyo (Mastered).wav
understood (0).wav,Unknown Artist,,,128.0,44100,0,2,21.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/understood (0).wav
SERGIK x Cafe Caderas - House Girls.wav,Unknown Artist,,,217.14,44100,0,2,36.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Cafe Caderas - House Girls.wav
6.24.24 V2.0 Smells like FUNK 114 bpm Note C.aif,Unknown Artist,,,143.16,48000,24,2,39.32,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/6.24.24 V2.0 Smells like FUNK 114 bpm Note C.aif
SERGIK - Drop Dat B.wav,Unknown Artist,,,213.75,44100,24,2,53.94,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Drop Dat B.wav
SERGIK - In The Moment.wav,Unknown Artist,,,220.65,44100,24,2,55.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Moment.wav
SERGIK - Up All Night.wav,Unknown Artist,,,203.23,44100,0,2,34.19,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Up All Night.wav
SERGIK - I Like the way.wav,Unknown Artist,,,204.59,44100,0,2,34.42,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - I Like the way.wav
SERGIK - Golden Hour - Trap.wav,Unknown Artist,,,220.65,44100,24,2,55.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Golden Hour - Trap.wav
SERGIK - Guttah.wav,Unknown Artist,,,309.92,44100,24,2,78.21,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Guttah.wav
Sergik x Hausofdevotion - Delirium.wav,Unknown Artist,,,170.32,44100,0,2,28.65,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Hausofdevotion - Delirium.wav
SERGIK x Janis - Like a Daisy (VIP Alchemy).wav,Unknown Artist,,,252.63,44100,24,2,63.75,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis - Like a Daisy (VIP Alchemy).wav
Feel Good.wav,Unknown Artist,,,152.38,44100,0,2,25.63,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Feel Good.wav
SERGIK - All My Ladies ft. Nessa.wav,Unknown Artist,,,220.95,44100,24,2,55.76,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All My Ladies ft. Nessa.wav
SERGIK x Breauxxx - All Around.wav,Unknown Artist,,,288.75,44100,24,2,72.86,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - All Around.wav
SERGIK - Lose Yourself.wav,Unknown Artist,,,203.52,44100,24,2,51.36,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Lose Yourself.wav
SERGIK - Aha.wav,Unknown Artist,,,265.37,44100,0,2,44.64,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Aha.wav
SERGIK x Aloe Flipz x Nood - Bxtch I Grow (Shafeus Edit).wav,Unknown Artist,,,261.65,44100,24,2,66.03,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz x Nood - Bxtch I Grow (Shafeus Edit).wav
Try Me Mix-Down_master 2.wav,Unknown Artist,,,226.67,44100,0,2,38.13,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Try Me Mix-Down_master 2.wav
SERGIK - Jumpin v2.wav,Unknown Artist,,,254.88,44100,24,2,64.32,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Jumpin v2.wav
Old Fellas - Azare Ft. JCreate 3.mp3,Unknown Artist,,,223.56,44100,0,2,8.53,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Old Fellas - Azare Ft. JCreate 3.mp3
SERGIK x Silent Jay - Soul On Fire.wav,Unknown Artist,,,251.71,44100,24,2,63.52,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Soul On Fire.wav
DOMMO - MYLOVE4U.wav,Unknown Artist,,,215.24,44100,24,2,54.32,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/DOMMO - MYLOVE4U.wav
SERGIK - Do My Thang.wav,Unknown Artist,,,236.19,44100,24,2,59.6,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Do My Thang.wav
SERGIK x NOOD - If You Want To v2.wav,Unknown Artist,,,273.75,44100,24,2,69.08,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x NOOD - If You Want To v2.wav
SERGIK x Forgotten Modern - Give it To Em.wav,Unknown Artist,,,138.24,44100,24,2,34.88,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Forgotten Modern - Give it To Em.wav
SERGIK - Electrify.wav,Unknown Artist,,,247.74,44100,24,2,62.52,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Electrify.wav
Optikz x SERGIK(Vips) - Crowd Control - House.wav,Unknown Artist,,,204.19,44100,24,2,51.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Optikz x SERGIK(Vips) - Crowd Control - House.wav
SERGIK X JIMII - JUST IN CASE.wav,Unknown Artist,,,273.75,44100,0,2,46.05,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK X JIMII - JUST IN CASE.wav
Rushh.wav,Unknown Artist,,,206.83,44100,0,2,34.79,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Rushh.wav
SERGIK x Sean Hart x Sean Watson V2x Janis - Snap Back Sweet.wav,Unknown Artist,,,349.09,44100,24,2,88.09,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart x Sean Watson V2x Janis - Snap Back Sweet.wav
Sergik - Tell Me.wav,Unknown Artist,,,245.76,44100,0,2,41.34,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Tell Me.wav
Dilon Karim - Chancellor.wav,Unknown Artist,,,404.21,44100,24,2,102.0,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dilon Karim - Chancellor.wav
SERGIK x Breauxxx x NOOD - Comprehension.wav,Unknown Artist,,,285.0,44100,24,2,71.92,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx x NOOD - Comprehension.wav
SERGIK x Aloe Flipz - Broken Problems v2.wav,Unknown Artist,,,199.02,44100,24,2,50.22,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Broken Problems v2.wav
Chasing Dreams (0).wav,Unknown Artist,,,176.0,44100,0,2,29.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Chasing Dreams (0).wav
SERGIK x Slick - Gangsta.wav,Unknown Artist,,,270.0,44100,24,2,68.13,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick - Gangsta.wav
SERGIK - Elevator Musik.wav,Unknown Artist,,,226.77,44100,24,2,57.22,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Elevator Musik.wav
SERGIK - Never Hold Back.wav,Unknown Artist,,,251.51,44100,24,2,63.47,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Never Hold Back.wav
SERGIK - Funkshway analog.wav,Unknown Artist,,,299.49,44100,24,2,75.57,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funkshway analog.wav
Try Me Mix-Down_master.wav,Unknown Artist,,,226.67,44100,0,2,38.13,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Try Me Mix-Down_master.wav
Sergik - 90s Baby.wav,Unknown Artist,,,224.26,44100,0,2,37.73,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - 90s Baby.wav
mm chop.mp3,Unknown Artist,,,69.67,44100,0,2,2.66,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/mm chop.mp3
jordan beat 2.mp3,Unknown Artist,,,262.92,44100,0,2,8.02,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/jordan beat 2.mp3
Night Moon Light.mp3,Unknown Artist,,,222.72,44100,0,2,8.5,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Night Moon Light.mp3
SERGIK - Going Fast3.wav,Unknown Artist,,,264.96,44100,24,2,66.86,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Going Fast3.wav
Hip Hop 14.mp3,Unknown Artist,,,122.49,44100,0,2,4.67,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop 14.mp3
Chasing the sun to Tokyo.wav,Unknown Artist,,,166.15,44100,0,2,55.9,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Chasing the sun to Tokyo.wav
SERGIK - Hotstepper Remix.wav,Unknown Artist,,,244.9,44100,24,2,61.8,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hotstepper Remix.wav
SERGIK - Mind n Body.wav,Unknown Artist,,,276.48,44100,24,2,69.77,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Mind n Body.wav
JIMII x Sergik - dublin.wav,Unknown Artist,,,446.51,44100,24,2,112.67,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/JIMII x Sergik - dublin.wav
SERGIK x NOBOUNDS - Alleyways.wav,Unknown Artist,,,278.71,44100,0,2,46.89,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x NOBOUNDS - Alleyways.wav
SERGIK x Aloe Flipz - Betta Daze 88bpm.wav,Unknown Artist,,,175.23,44100,24,2,44.22,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Betta Daze 88bpm.wav
SERGIK - Going Fast.wav,Unknown Artist,,,264.96,44100,24,2,66.86,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Going Fast.wav
SERGIK - Hi n Lo.wav,Unknown Artist,,,194.29,44100,24,2,49.03,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hi n Lo.wav
hip hop 15.mp3,Unknown Artist,,,145.5,44100,0,2,5.55,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/hip hop 15.mp3
SERPANT 1.aif,Unknown Artist,,,166.29,44100,16,2,27.97,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERPANT 1.aif
SERGIK - Going Fast2.wav,Unknown Artist,,,264.96,44100,24,2,66.86,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Going Fast2.wav
SERGIK x CHKLZ - To Da Flow.wav,Unknown Artist,,,182.86,44100,0,2,30.76,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x CHKLZ - To Da Flow.wav
Optikz x SERGIK(Vips) - Crowd Control - House _ Trap.wav,Unknown Artist,,,204.19,44100,24,2,51.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Optikz x SERGIK(Vips) - Crowd Control - House _ Trap.wav
SERGIK ft. Residuo - Gottalotta.1.wav,Unknown Artist,,,251.61,44100,24,2,63.49,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK ft. Residuo - Gottalotta.1.wav
Sergik x Skeezy - Gangsta.wav,Unknown Artist,,,327.62,44100,0,2,55.11,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Skeezy - Gangsta.wav
SERGIK - Space Travel.wav,Unknown Artist,,,249.76,44100,24,2,63.02,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Space Travel.wav
Samurai Showdown (0).wav,Unknown Artist,,,149.33,44100,0,2,25.12,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Samurai Showdown (0).wav
SERGIK - Astro Daze.wav,Unknown Artist,,,218.95,44100,24,2,55.25,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Astro Daze.wav
SERGIK x OG Coconut - What you want.wav,Unknown Artist,,,330.0,44100,24,2,83.27,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut - What you want.wav
SERGIKx Offmedz_ - Trippy Liquid.wav,Unknown Artist,,,218.88,44100,24,2,55.23,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIKx Offmedz_ - Trippy Liquid.wav
LANDR-emodrill_153bpm-Open-High 2.mp3,Unknown Artist,,,202.39,48000,0,2,7.72,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/LANDR-emodrill_153bpm-Open-High 2.mp3
01 Arza (One Word) ruff mix 1.mp3,Unknown Artist,,,129.61,44100,0,2,4.94,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/01 Arza (One Word) ruff mix 1.mp3
SERGIK - Tequila Power.wav,Unknown Artist,,,265.16,44100,24,2,66.91,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Tequila Power.wav
SERGIK x Slick Floyd x Lev Ayathiens - Running V2.wav,Unknown Artist,,,244.0,44100,24,2,61.57,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd x Lev Ayathiens - Running V2.wav
Sergik x Slick - Da Pyramids.wav,Unknown Artist,,,266.88,44100,24,2,67.35,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Slick - Da Pyramids.wav
Mykeology Audio.wav,Unknown Artist,,,240.0,44100,24,2,60.56,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Mykeology Audio.wav
SERGIK - Boomers.wav,Unknown Artist,,,173.11,44100,0,2,29.12,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Boomers.wav
Arza - Already Know 129bpm A# min.wav,Unknown Artist,,,89.3,44100,0,2,30.05,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Arza - Already Know 129bpm A# min.wav
SERGIK - Have To Dance.wav,Unknown Artist,,,253.44,44100,24,2,63.95,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Have To Dance.wav
SHAKEDIT.mp3,Unknown Artist,,,227.89,44100,0,2,5.22,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SHAKEDIT.mp3
Sunday laxing.mp3,Unknown Artist,,,203.68,44100,0,2,7.77,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sunday laxing.mp3
SERGIK x AUXLEE - The Conex.wav,Unknown Artist,,,329.06,44100,24,2,83.03,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x AUXLEE - The Conex.wav
"diablo - coco, auxlee MASTER v1122.wav",Unknown Artist,,,231.43,44100,24,2,58.4,wav,"/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/diablo - coco, auxlee MASTER v1122.wav"
ANDINO x SERGIK - Bird Talk.wav,Unknown Artist,,,457.14,44100,24,2,115.36,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/ANDINO x SERGIK - Bird Talk.wav
SERGIK - Motions.wav,Unknown Artist,,,157.5,44100,0,2,26.5,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Motions.wav
SERGIK - Duces (Disco Infero Remix).wav,Unknown Artist,,,345.95,44100,24,2,87.3,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Duces (Disco Infero Remix).wav
SERGIK - How I Feel.wav,Unknown Artist,,,260.0,44100,24,2,65.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - How I Feel.wav
We Should Save - Dubba Haus.wav,Unknown Artist,,,174.6,44100,24,2,44.06,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/We Should Save - Dubba Haus.wav
SERGIK - When we go.wav,Unknown Artist,,,230.48,44100,0,2,38.77,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - When we go.wav
Dilon Karim - Attitude (Alternate Dub) 2.wav,Unknown Artist,,,347.72,44100,24,2,87.74,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dilon Karim - Attitude (Alternate Dub) 2.wav
SERGIK - Wonked.wav,Unknown Artist,,,137.14,44100,24,2,34.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Wonked.wav
SERGIK - Whats Her Name ft. Mateo Haze.wav,Unknown Artist,,,164.0,44100,24,2,41.38,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Whats Her Name ft. Mateo Haze.wav
SERGIK x LODIN - Bussin v2.wav,Unknown Artist,,,243.81,44100,0,2,41.02,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x LODIN - Bussin v2.wav
SERGIK - Leveled.wav,Unknown Artist,,,206.32,44100,0,2,34.71,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Leveled.wav
SERGIK - Seretonin.wav,Unknown Artist,,,228.75,44100,24,2,57.72,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Seretonin.wav
10A - DAY N NITE (PIERCE REMIX) V3.wav,Unknown Artist,,,140.57,48000,24,2,38.62,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/10A - DAY N NITE (PIERCE REMIX) V3.wav
SERGIK - City Control.wav,Unknown Artist,,,226.56,48000,24,2,62.23,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - City Control.wav
SERGIK - Rhythm v3.wav,Unknown Artist,,,267.1,44100,24,2,67.4,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rhythm v3.wav
SERGIK - Something.wav,Unknown Artist,,,247.74,44100,0,2,41.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Something.wav
SERGIK - Vibrationz.wav,Unknown Artist,,,253.66,48000,24,2,69.67,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Vibrationz.wav
SERGIK - Giddup.wav,Unknown Artist,,,263.04,44100,24,2,66.38,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Giddup.wav
SERGIK - Like The Ol Days.wav,Unknown Artist,,,209.14,44100,24,2,52.78,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Like The Ol Days.wav
Mac Miller - Self Care Acapella (Vocals Only).mp3,Unknown Artist,,,345.24,48000,0,2,7.9,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Mac Miller - Self Care Acapella (Vocals Only).mp3
SERGIK x OG Coconut x Kuhl - Mavericks V2.wav,Unknown Artist,,,192.0,44100,24,2,48.45,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut x Kuhl - Mavericks V2.wav
SERGIK x Deep Chetty- So Good.wav,Unknown Artist,,,263.04,44100,24,2,66.38,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Deep Chetty- So Good.wav
SERGIK - Tell me wat it do.wav,Unknown Artist,,,245.67,44100,24,2,61.99,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Tell me wat it do.wav
SERGIK Ft. Lugh Haurie - Zoned 127 BPM D Min.wav,Unknown Artist,,,219.21,44100,24,2,55.32,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Ft. Lugh Haurie - Zoned 127 BPM D Min.wav
Sergik x JIMIII x Mateo Haze - Tap In.wav,Unknown Artist,,,231.27,44100,24,2,58.36,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x JIMIII x Mateo Haze - Tap In.wav
SERGIK x Zack Thrasher - Betta.wav,Unknown Artist,,,263.04,44100,24,2,66.38,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zack Thrasher - Betta.wav
SERGIK x Zonii - kcuf.wav,Unknown Artist,,,153.6,44100,24,2,38.76,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zonii - kcuf.wav
SERGIK - Wut We Bring.wav,Unknown Artist,,,220.65,44100,24,2,55.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Wut We Bring.wav
hip hop 16.mp3,Unknown Artist,,,152.16,44100,0,2,5.8,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/hip hop 16.mp3
WHO R U v10.wav,Unknown Artist,,,285.0,44100,0,2,47.95,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/WHO R U v10.wav
8.30.24 V2.0 Tron 120 BPM Note C.aif,Unknown Artist,,,104.0,48000,24,2,28.56,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/8.30.24 V2.0 Tron 120 BPM Note C.aif
SERGIK - Funky Technician.wav,Unknown Artist,,,230.55,44100,24,2,58.18,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funky Technician.wav
SERGIK x Breauxx x WWW - Uninvited.wav,Unknown Artist,,,283.2,44100,24,2,71.46,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxx x WWW - Uninvited.wav
SERGIK x Zak Martin - Throw it Back.wav,Unknown Artist,,,225.0,44100,24,2,56.78,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zak Martin - Throw it Back.wav
SERGIK - Rhythm v2.wav,Unknown Artist,,,267.1,44100,24,2,67.4,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rhythm v2.wav
oldfocks nu samples.mp3,Unknown Artist,,,118.75,44100,0,2,1.81,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/oldfocks nu samples.mp3
SERGIK x Breauxxx - The Bag 135bpm (Techyea SRGFLIP).wav,Unknown Artist,,,267.48,44100,24,2,67.5,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - The Bag 135bpm (Techyea SRGFLIP).wav
Dreaming Jet 4.mp3,Unknown Artist,,,330.06,44100,0,2,12.59,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dreaming Jet 4.mp3
plain jane xeno flip newest remaster.wav,Unknown Artist,,,153.0,44100,24,2,38.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/plain jane xeno flip newest remaster.wav
SERGIK x Frank Terry_Repeat_MSTR 1 [Worth the Weight Mastering].wav,Unknown Artist,,,299.02,44100,24,2,75.56,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Frank Terry_Repeat_MSTR 1 [Worth the Weight Mastering].wav
SERGIK x Kody Black x Lugh Haurie - All My Friends.wav,Unknown Artist,,,260.79,44100,24,2,65.81,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Kody Black x Lugh Haurie - All My Friends.wav
