filename,artist,bpm,key,camelot,energy,phrases,duration_sec,sample_rate,bit_depth,channels,file_size_mb,format,path
SERGIK - Mind Rollercoaster.wav,Music,86.1,D major,10B,6,Drop,249.6,44100,24,2,62.98,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Mind Rollercoaster.wav
Stranger wings 140.wav,Music,143.6,A major,11B,5,Drop -> Chorus,54.86,44100,0,2,9.23,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Stranger wings 140.wav
Janis & The Planets x SERGIK - Searching.wav,Music,92.3,F major,7B,5,Intro -> Verse -> Drop,174.55,48000,24,2,47.94,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Janis & The Planets x SERGIK - Searching.wav
SERGIK - On and On(Badu Remix).wav,Music,123.0,D major,10B,6,Intro -> Drop -> Chorus,251.59,44100,24,2,63.49,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - On and On(Badu Remix).wav
SERGIK x Mateo Haze - Who's Boss_.wav,Music,117.5,D major,10B,5,Intro -> Drop,188.28,44100,24,2,47.51,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Mateo Haze - Who's Boss_.wav
SERGIK - Man On A Journey.wav,Music,136.0,A major,11B,5,Chorus -> Drop,260.15,44100,24,2,65.65,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Man On A Journey.wav
Another Day.wav,Music,123.0,A minor,8A,6,Intro -> Verse -> Drop,141.64,44100,0,2,23.83,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Another Day.wav
SERGIK x Stan The Guitarman - Highway 1.wav,Music,129.2,A major,11B,6,Drop,251.43,44100,24,2,63.45,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Stan The Guitarman - Highway 1.wav
SERGIK - 6 Hours In v2.mp3,Music,129.2,D major,10B,6,Intro -> Chorus -> Drop,228.68,44100,0,2,8.72,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - 6 Hours In v2.mp3
SERGIK - Oooh Ah Eee.wav,Music,123.0,A minor,8A,6,Drop,216.77,44100,24,2,54.7,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Oooh Ah Eee.wav
SERGIK x Francisco Josue - Let Me.2.wav,Music,86.1,A major,11B,6,Drop,247.74,44100,0,2,41.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Francisco Josue - Let Me.2.wav
SERGIK x OG Coco - Tell Em Heal.wav,Music,92.3,D minor,7A,6,Intro -> Drop,211.97,44100,24,2,53.49,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coco - Tell Em Heal.wav
You Said That (0).wav,Music,89.1,A major,11B,7,Chorus -> Drop,121.38,44100,0,2,20.42,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/You Said That (0).wav
long ago (1).wav,Music,89.1,A major,11B,5,Chorus -> Drop,153.04,44100,0,2,25.75,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/long ago (1).wav
SERGIK - Happiness.wav,Music,86.1,A minor,8A,7,Intro -> Verse -> Drop,241.89,48000,24,2,66.44,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Happiness.wav
Dream Edge_2.mp3,Music,99.4,F# minor,11A,5,Unknown,2.92,44100,0,2,0.11,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dream Edge_2.mp3
Trip Hop 3.mp3,Music,152.0,D major,10B,6,Chorus -> Drop,164.26,44100,0,2,6.41,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 3.mp3
SERGIK x LODIN - Mercy (Club Master).wav,Music,123.0,A major,11B,6,Chorus -> Drop,296.59,44100,24,2,74.84,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x LODIN - Mercy (Club Master).wav
SERGIK x Breauxxx - The Bag 130bpm (Techno SRGFLP)).wav,Music,129.2,D major,10B,6,Chorus -> Drop,269.54,44100,24,2,68.02,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - The Bag 130bpm (Techno SRGFLP)).wav
BeJanis x Sergik's Secret - Soul Infinite.wav,Music,92.3,D minor,7A,6,Drop,303.16,44100,24,2,76.5,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BeJanis x Sergik's Secret - Soul Infinite.wav
SERGIK x Sean Hart x Sean Watson - Escapade.wav,Music,92.3,D major,10B,6,Chorus -> Drop,349.09,44100,24,2,88.09,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart x Sean Watson - Escapade.wav
SERGIK - Astro Spore.wav,Music,123.0,D major,10B,5,Chorus -> Drop,263.61,44100,0,2,44.35,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Astro Spore.wav
Old Fellas 4 (Sin Drum).mp3,Music,80.7,A major,11B,5,Drop,223.56,44100,0,2,8.53,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Old Fellas 4 (Sin Drum).mp3
SERGIK - Something Sick.wav,Music,117.5,D major,10B,6,Intro -> Chorus -> Drop,296.0,44100,24,2,74.69,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Something Sick.wav
SERGIK - Radiowave Contact.wav,Music,89.1,D major,10B,6,Drop,245.81,48000,24,2,67.51,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Radiowave Contact.wav
SERGIK x JIMII - Do it Yourself.wav,Music,86.1,D major,10B,6,Chorus -> Drop,241.86,44100,24,2,61.03,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x JIMII - Do it Yourself.wav
SERGIK x Crosstick - Katana Ghost.wav,Music,92.3,D major,10B,6,Chorus -> Drop,238.27,48000,24,2,65.44,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Crosstick - Katana Ghost.wav
8.12 - haus.mp3,Music,123.0,B minor,10A,6,Intro -> Verse -> Drop,126.82,44100,0,2,4.84,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/8.12 - haus.mp3
SERGIK - Cosmic Cadillac.wav,Music,80.7,D major,10B,5,Intro -> Verse -> Drop,258.84,44100,24,2,65.32,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cosmic Cadillac.wav
OG Coconut - sturdy_uh.wav,Music,143.6,E minor,9A,7,Chorus -> Drop,171.43,44100,0,2,28.84,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/OG Coconut - sturdy_uh.wav
Cold Sweat.wav,Music,89.1,A# minor,3A,5,Intro -> Chorus -> Drop,136.17,44100,0,2,45.82,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Cold Sweat.wav
SERIK x Stan The Guitarman - Well Known Treat.wav,Music,123.0,D major,10B,6,Chorus -> Drop,285.25,44100,24,2,71.98,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERIK x Stan The Guitarman - Well Known Treat.wav
SERGIK  - It Is What It Is.wav,Music,86.1,D major,10B,6,Drop,234.19,48000,24,2,64.32,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK  - It Is What It Is.wav
SERGIK - Dat Feelin.wav,Music,86.1,D major,10B,6,Drop -> Chorus -> Drop,278.1,44100,24,2,70.18,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dat Feelin.wav
Ease (0).wav,Music,86.1,A minor,8A,5,Drop,91.26,44100,0,2,30.71,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Ease (0).wav
SERGIK - Crawling Vines.wav,Music,103.4,D major,10B,7,Chorus -> Drop,224.62,48000,24,2,61.69,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Crawling Vines.wav
SERGIK - Musik Is The Answr.wav,Music,86.1,D minor,7A,7,Intro -> Chorus -> Drop,220.65,44100,24,2,55.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Musik Is The Answr.wav
SHAKE THAT ASS FUNKERSIZE.wav,Music,86.1,F# minor,11A,9,Drop,384.79,48000,0,2,140.92,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SHAKE THAT ASS FUNKERSIZE.wav
SERGIK x OffMedz_ - Around the World.wav,Music,123.0,D major,10B,7,Intro -> Drop,201.6,44100,24,2,50.87,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OffMedz_ - Around the World.wav
SERGIK - After Party.wav,Music,129.2,A major,11B,5,Drop,241.89,44100,24,2,61.04,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - After Party.wav
SERGIK - All Days.wav,Music,129.2,A minor,8A,6,Drop,243.78,44100,24,2,61.52,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All Days.wav
SERGIK - GET ON MY VIBE.wav,Music,86.1,A minor,8A,6,Drop,235.89,44100,0,2,39.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - GET ON MY VIBE.wav
808 start up!.mp3,Music,80.7,A minor,8A,6,Chorus -> Drop,120.05,48000,0,2,4.58,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/808 start up!.mp3
SERGIK - Take A Walk.wav,Music,123.0,D major,10B,7,Chorus -> Drop,218.88,48000,24,2,60.12,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Take A Walk.wav
DURO - no breakdown no vox 11.30.22.mp3,Music,86.1,B minor,10A,6,Intro -> Drop,188.86,48000,0,2,7.2,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/DURO - no breakdown no vox 11.30.22.mp3
SERGIK - Happiness 2.wav,Music,86.1,D major,10B,6,Drop -> Chorus -> Outro,230.4,48000,24,2,63.28,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Happiness 2.wav
SERGIK x Silent Jay x Van - Viva Ponderosa.wav,Music,129.2,G major,9B,5,Drop,228.57,44100,0,2,38.45,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay x Van - Viva Ponderosa.wav
SERGIK - Pop Musik.wav,Music,86.1,A minor,8A,8,Intro -> Drop,246.72,44100,24,2,62.26,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Pop Musik.wav
SERGIK - Hustle Funkshway V2.wav,Music,117.5,A major,11B,7,Intro -> Chorus -> Drop,299.49,44100,24,2,75.57,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hustle Funkshway V2.wav
SERGIK - Money Talk Bs Walk.wav,Music,86.1,D major,10B,7,Drop,234.19,44100,24,2,59.1,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Money Talk Bs Walk.wav
Tang Wu (0).wav,Music,123.0,A major,11B,6,Intro -> Chorus -> Drop,128.78,44100,0,2,21.66,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Tang Wu (0).wav
SERGIK - Bouncy Bop.wav,Music,123.0,A major,11B,6,Intro -> Drop,216.77,44100,0,2,36.47,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bouncy Bop.wav
Optikz x SERGIK(Vips) - Crowd Control - Trap.wav,Music,123.0,A minor,8A,8,Intro -> Verse -> Drop,204.19,44100,24,2,51.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Optikz x SERGIK(Vips) - Crowd Control - Trap.wav
SERGIK - Game.wav,Music,86.1,A major,11B,6,Drop,212.68,44100,24,2,53.67,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Game.wav
SERGIK - After After (All Around Flip).wav,Music,129.2,D major,10B,6,Drop,240.0,44100,24,2,60.56,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - After After (All Around Flip).wav
SERGIK - Disco 82.wav,Music,123.0,D major,10B,5,Drop,218.54,48000,24,2,60.02,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Disco 82.wav
SERGIK - Feeling Lit.wav,Music,123.0,A major,11B,7,Drop,201.6,44100,24,2,50.87,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Feeling Lit.wav
9.22.24 Empty 120 BPM Note C.aif,Music,117.5,C major,8B,6,Chorus -> Drop,168.0,48000,24,2,46.14,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/9.22.24 Empty 120 BPM Note C.aif
Goin Backwards.mp3,Music,136.0,A minor,8A,7,Intro -> Drop,164.62,44100,0,2,6.28,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Goin Backwards.mp3
SERGIK - Rise n Shine.wav,Music,86.1,D minor,7A,5,Chorus -> Drop,215.27,44100,24,2,54.32,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rise n Shine.wav
SERGIK - We Do This.wav,Music,129.2,D minor,7A,6,Intro -> Drop,270.0,44100,24,2,68.13,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - We Do This.wav
SERGIK x ESHER - Just Dont 124bpm.wav,Music,86.1,D minor,7A,5,Intro -> Chorus -> Drop,282.58,44100,24,2,71.31,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x ESHER - Just Dont 124bpm.wav
SERGIK - Gypsy - House 1.wav,Music,152.0,D minor,7A,7,Intro -> Drop,242.0,44100,24,2,61.07,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Gypsy - House 1.wav
"DRE, Dilon Karim - Frustrated (Unreleased).wav",Music,143.6,A major,11B,5,Chorus -> Drop,341.3,44100,0,2,57.42,wav,"/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/DRE, Dilon Karim - Frustrated (Unreleased).wav"
Realm Transfer.wav,Music,86.1,D minor,7A,6,Drop -> Outro,213.43,44100,0,2,35.9,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Realm Transfer.wav
SERGIK - Life 1.wav,Music,117.5,C# minor,12A,6,Intro -> Verse -> Drop,221.74,44100,24,2,55.95,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Life 1.wav
SERGIK - Juiced Up.wav,Music,86.1,A major,11B,7,Drop,251.43,44100,24,2,63.45,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Juiced Up.wav
SERGIK x Dillon Nathaniel - Moon Glazin.wav,Music,86.1,D minor,7A,7,Drop,228.84,48000,24,2,62.85,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dillon Nathaniel - Moon Glazin.wav
ARZA - Swear Fo 2.wav,Music,92.3,F# minor,11A,6,Drop,194.43,44100,24,2,49.06,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/ARZA - Swear Fo 2.wav
SERGIK x Jetski - Code Name SERGSKI.wav,Music,86.1,D major,10B,6,Drop,247.62,44100,24,2,62.48,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Jetski - Code Name SERGSKI.wav
relaxation.mp3,Music,123.0,A minor,8A,4,Drop,135.05,44100,0,2,5.15,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/relaxation.mp3
SERGIK  - Dreamer.wav,Music,92.3,A minor,8A,5,Drop,180.43,44100,24,2,45.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK  - Dreamer.wav
Sergik - Freaky Up In Here.wav,Music,86.1,A major,11B,6,Drop,225.62,44100,0,2,37.96,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Freaky Up In Here.wav
SERGIK - In The Streets - (Funkshway SRGFLp) 1.wav,Music,117.5,A major,11B,6,Intro -> Drop,304.7,44100,24,2,76.89,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Streets - (Funkshway SRGFLp) 1.wav
SERGIK -Crowd Control (Amerika SRGFLiP).wav,Music,92.3,A minor,8A,8,Intro -> Verse -> Drop,201.29,44100,24,2,50.79,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK -Crowd Control (Amerika SRGFLiP).wav
SERGIK - Have To Do It.wav,Music,86.1,D minor,7A,6,Intro -> Drop,326.4,44100,24,2,82.36,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Have To Do It.wav
SERGIK - What Is What 3.wav,Music,143.6,D minor,7A,7,Intro -> Chorus -> Drop,303.88,44100,24,2,76.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - What Is What 3.wav
Trip Hop 4.mp3,Music,86.1,A major,11B,6,Drop,153.57,44100,0,2,6.0,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 4.mp3
How I Work [vocals].mp3,Music,129.2,D major,10B,7,Intro -> Drop -> Outro,170.66,44100,0,2,5.87,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/How I Work [vocals].mp3
SERGIK - How Ya.wav,Music,129.2,A major,11B,6,Drop,217.14,44100,24,2,54.79,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - How Ya.wav
Sergik x DJ Dalle - Its Your turn.wav,Music,86.1,A minor,8A,6,Drop,261.96,44100,0,2,44.07,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x DJ Dalle - Its Your turn.wav
RIdin.wav,Music,86.1,F# minor,11A,6,Drop -> Chorus -> Drop,121.77,44100,24,2,30.73,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/RIdin.wav
Dunes of Dawn & Dilon Karim - Paranoia (UNR).mp3,Music,92.3,A major,11B,5,Drop,415.66,44100,0,2,15.86,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dunes of Dawn & Dilon Karim - Paranoia (UNR).mp3
SERGIK - Kouch Potato.wav,Music,123.0,A major,11B,6,Unknown,30.97,44100,24,2,7.81,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Kouch Potato.wav
SERGIK x Javi - Smoke Break at Da Crib.wav,Music,86.1,D major,10B,5,Chorus -> Drop,192.0,44100,24,2,48.45,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Javi - Smoke Break at Da Crib.wav
Andino x Sergik - Tradicion master.wav,Music,86.1,D major,10B,6,Drop,266.67,44100,24,2,67.29,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Andino x Sergik - Tradicion master.wav
SERGIK - No Stopping.wav,Music,86.1,D major,10B,8,Intro -> Chorus -> Drop,259.05,44100,24,2,65.37,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - No Stopping.wav
no love (0).wav,Music,123.0,A minor,8A,6,Chorus -> Drop,116.03,44100,0,2,19.52,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/no love (0).wav
SERGIK - 49ers - Move Your Feet (remix).wav,Music,86.1,D major,10B,7,Intro -> Drop,249.6,44100,24,2,62.98,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - 49ers - Move Your Feet (remix).wav
3 41 AM.wav,Music,86.1,D major,10B,6,Chorus -> Drop,135.53,44100,0,2,22.8,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/3 41 AM.wav
Cory Hill x SERGIK - Love.wav,Music,117.5,A major,11B,5,Chorus -> Drop,296.0,44100,24,2,74.69,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Cory Hill x SERGIK - Love.wav
SERGIK - Somthn L's.wav,Music,129.2,D major,10B,7,Intro -> Drop,300.0,44100,24,2,75.7,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Somthn L's.wav
SERGIK x Francisco Josue - Let Me.wav,Music,123.0,A major,11B,6,Drop,251.61,44100,0,2,42.33,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Francisco Josue - Let Me.wav
SERGIK x Steve - Yard man.wav,Music,129.2,D minor,7A,6,Drop -> Chorus,181.42,44100,24,2,45.78,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Steve - Yard man.wav
Lodin - A Letter From Home 2.mp3,Music,129.2,D major,10B,6,Drop,400.01,44100,0,2,15.26,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - A Letter From Home 2.mp3
Hidden World of Fungi (Instrumental)  - Michael Crowe x SERGIK.wav,Music,129.2,C major,8B,5,Drop,155.08,44100,24,2,39.13,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Hidden World of Fungi (Instrumental)  - Michael Crowe x SERGIK.wav
Cory Hill x SERGIK - Love 1.wav,Music,86.1,A major,11B,5,Chorus -> Drop,302.0,44100,24,2,76.21,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Cory Hill x SERGIK - Love 1.wav
SERGIK x L9V - 6 Hours In.2.wav,Music,86.1,D major,10B,6,Intro -> Chorus -> Drop,232.32,48000,24,2,63.81,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x L9V - 6 Hours In.2.wav
SERGIK x Silent Jay - Make Me Free.wav,Music,129.2,D major,10B,7,Drop,241.89,48000,24,2,66.44,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Make Me Free.wav
SERGIK - Dont You.wav,Music,129.2,D major,10B,7,Chorus -> Drop,261.82,48000,24,2,71.91,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont You.wav
SERGIK - Soul Mind n Body v2.wav,Music,123.0,D minor,7A,6,Intro -> Chorus -> Drop,245.71,44100,24,2,62.0,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Soul Mind n Body v2.wav
Donuts N Milk (0).wav,Music,89.1,B major,1B,6,Drop,127.41,44100,0,2,21.43,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Donuts N Milk (0).wav
Rainy Daze (0).wav,Music,86.1,D minor,7A,6,Intro -> Chorus -> Drop,134.05,44100,0,2,22.55,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Rainy Daze (0).wav
SERGIK x Janis - Alchemy.wav,Music,92.3,F minor,4A,6,Chorus -> Drop,195.43,44100,24,2,49.31,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis - Alchemy.wav
Noir Pt 2.mp3,Music,83.4,A# minor,3A,5,Chorus -> Drop,308.61,44100,0,2,11.77,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Noir Pt 2.mp3
RUNTHA v222.mp3,Music,86.1,E minor,9A,7,Intro -> Verse -> Drop,160.0,44100,0,2,6.1,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/RUNTHA v222.mp3
Pixelated Thoughts (0).wav,Music,89.1,A major,11B,6,Chorus -> Drop,148.89,44100,0,2,25.05,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Pixelated Thoughts (0).wav
england 2.wav,Music,86.1,E major,12B,6,Intro -> Verse -> Drop,201.29,48000,0,2,36.86,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/england 2.wav
SERGIK - Doin Ma Thang.wav,Music,129.2,A major,11B,6,Chorus -> Drop,270.0,44100,24,2,68.13,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Doin Ma Thang.wav
SERGIK x Aloe Flipz - Shafeus.wav,Music,86.1,A# minor,3A,6,Intro -> Drop,261.65,44100,24,2,66.03,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Shafeus.wav
8.14 - novation.mp3,Music,86.1,F minor,4A,5,Drop,314.15,44100,0,2,11.98,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/8.14 - novation.mp3
SERGIK x Ladell Ransom - Desiderata.wav,Music,86.1,D major,10B,7,Drop,152.38,44100,0,2,25.63,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Ladell Ransom - Desiderata.wav
BOTEV - WALK WIT IT V3.wav,Music,129.2,A minor,8A,8,Intro -> Chorus -> Drop,367.62,44100,0,2,61.84,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BOTEV - WALK WIT IT V3.wav
SERGIK - Dumb.wav,Music,86.1,D major,10B,6,Drop,215.04,44100,0,2,36.18,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dumb.wav
SERGIK x Optikz - Front to Da Back.wav,Music,86.1,D major,10B,6,Drop -> Outro,217.14,44100,0,2,36.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Optikz - Front to Da Back.wav
Jcreate - Sick rat  COLLAB 83.261 bpm.mp3,Music,86.1,G# minor,1A,6,Drop,83.6,44100,0,2,3.19,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Jcreate - Sick rat  COLLAB 83.261 bpm.mp3
SERGIK - Never Hold Back (TechyesHausno mix).wav,Music,129.2,D minor,7A,6,Drop -> Chorus,241.85,44100,24,2,61.03,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Never Hold Back (TechyesHausno mix).wav
SERGIK - Be FreeNDaMind.wav,Music,129.2,A major,11B,8,Drop,219.21,44100,0,2,36.88,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Be FreeNDaMind.wav
Mine Edit.mp3,Music,86.1,F# minor,11A,6,Drop,147.7,44100,0,2,5.63,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Mine Edit.mp3
