name,collaborator,size_mb,modified,path
wonder [2020-05-21 232622],,0.52,2020-05-21,/Volumes/SERGIK/Sergic/wonder Project/Backup/wonder [2020-05-21 232622].als
wonder [2020-05-22 210118],,0.52,2020-05-21,/Volumes/SERGIK/Sergic/wonder Project/Backup/wonder [2020-05-22 210118].als
letting go,,0.09,2020-05-21,/Volumes/SERGIK/Sergic/letting go Project/letting go.als
Red Torch,,0.31,2020-05-21,/Volumes/SERGIK/Sergic/Red Torch Project/Red Torch.als
bluble,,0.44,2020-06-01,/Volumes/SERGIK/Sergic/bluble Project/bluble.als
bluble [2020-05-22 185934],,0.43,2020-05-22,/Volumes/SERGIK/Sergic/bluble Project/Backup/bluble [2020-05-22 185934].als
bluble [2020-06-01 145148],,0.43,2020-05-22,/Volumes/SERGIK/Sergic/bluble Project/Backup/bluble [2020-06-01 145148].als
Linen shirts,,0.17,2020-08-27,/Volumes/SERGIK/Sergic/Linen shirts Project/Linen shirts.als
Linen shirts [2020-06-03 161423],,0.15,2020-06-03,/Volumes/SERGIK/Sergic/Linen shirts Project/Backup/Linen shirts [2020-06-03 161423].als
Linen shirts [2020-06-03 175554],,0.16,2020-06-03,/Volumes/SERGIK/Sergic/Linen shirts Project/Backup/Linen shirts [2020-06-03 175554].als
Linen shirts [2020-08-27 203339],,0.17,2020-06-03,/Volumes/SERGIK/Sergic/Linen shirts Project/Backup/Linen shirts [2020-08-27 203339].als
Lonter,,0.19,2020-06-03,/Volumes/SERGIK/Sergic/Lonter Project/Lonter.als
SnoopCat,,0.25,2020-06-04,/Volumes/SERGIK/Sergic/SnoopCat Project/SnoopCat.als
SnoopCat [2020-06-03 233941],,0.2,2020-06-03,/Volumes/SERGIK/Sergic/SnoopCat Project/Backup/SnoopCat [2020-06-03 233941].als
SnoopCat [2020-06-04 010002],,0.23,2020-06-03,/Volumes/SERGIK/Sergic/SnoopCat Project/Backup/SnoopCat [2020-06-04 010002].als
SnoopCat [2020-06-04 022506],,0.23,2020-06-04,/Volumes/SERGIK/Sergic/SnoopCat Project/Backup/SnoopCat [2020-06-04 022506].als
SnoopCat [2020-06-04 223201],,0.23,2020-06-04,/Volumes/SERGIK/Sergic/SnoopCat Project/Backup/SnoopCat [2020-06-04 223201].als
Uclid,,0.15,2020-06-04,/Volumes/SERGIK/Sergic/Uclid Project/Uclid.als
Phases,,0.34,2020-09-18,/Volumes/SERGIK/Sergic/Phases Project/Phases.als
Phases [2020-06-04 145222],,0.16,2020-06-04,/Volumes/SERGIK/Sergic/Phases Project/Backup/Phases [2020-06-04 145222].als
Phases [2020-06-04 212233],,0.16,2020-06-04,/Volumes/SERGIK/Sergic/Phases Project/Backup/Phases [2020-06-04 212233].als
Phases [2020-06-04 220518],,0.16,2020-06-04,/Volumes/SERGIK/Sergic/Phases Project/Backup/Phases [2020-06-04 220518].als
Phases [2020-06-05 195109],,0.32,2020-06-04,/Volumes/SERGIK/Sergic/Phases Project/Backup/Phases [2020-06-05 195109].als
Phases [2020-06-05 195304],,0.33,2020-06-05,/Volumes/SERGIK/Sergic/Phases Project/Backup/Phases [2020-06-05 195304].als
Phases [2020-06-05 195824],,0.33,2020-06-05,/Volumes/SERGIK/Sergic/Phases Project/Backup/Phases [2020-06-05 195824].als
Phases [2020-06-07 164225],,0.34,2020-06-05,/Volumes/SERGIK/Sergic/Phases Project/Backup/Phases [2020-06-07 164225].als
Phases [2020-09-18 220146],,0.34,2020-06-07,/Volumes/SERGIK/Sergic/Phases Project/Backup/Phases [2020-09-18 220146].als
Im Trippin,,0.24,2020-06-06,/Volumes/SERGIK/Sergic/Im Trippin Project/Im Trippin.als
Im Trippin [2020-06-05 184950],,0.16,2020-06-05,/Volumes/SERGIK/Sergic/Im Trippin Project/Backup/Im Trippin [2020-06-05 184950].als
Im Trippin [2020-06-06 205413],,0.24,2020-06-05,/Volumes/SERGIK/Sergic/Im Trippin Project/Backup/Im Trippin [2020-06-06 205413].als
Flivia,,0.32,2020-06-10,/Volumes/SERGIK/Sergic/Flivia Project/Flivia.als
Flivia [2020-06-07 030641],,0.3,2020-06-07,/Volumes/SERGIK/Sergic/Flivia Project/Backup/Flivia [2020-06-07 030641].als
Flivia [2020-06-07 150815],,0.31,2020-06-07,/Volumes/SERGIK/Sergic/Flivia Project/Backup/Flivia [2020-06-07 150815].als
Flivia [2020-06-07 170906],,0.31,2020-06-07,/Volumes/SERGIK/Sergic/Flivia Project/Backup/Flivia [2020-06-07 170906].als
Flivia [2020-06-10 162920],,0.32,2020-06-07,/Volumes/SERGIK/Sergic/Flivia Project/Backup/Flivia [2020-06-10 162920].als
leveled,,1.06,2020-06-10,/Volumes/SERGIK/Sergic/leveled Project/leveled.als
leveled [2020-06-10 003812],,0.79,2020-06-10,/Volumes/SERGIK/Sergic/leveled Project/Backup/leveled [2020-06-10 003812].als
leveled [2020-06-10 022651],,0.74,2020-06-10,/Volumes/SERGIK/Sergic/leveled Project/Backup/leveled [2020-06-10 022651].als
leveled [2020-06-10 030030],,1.02,2020-06-10,/Volumes/SERGIK/Sergic/leveled Project/Backup/leveled [2020-06-10 030030].als
leveled [2020-06-10 162305],,1.05,2020-06-10,/Volumes/SERGIK/Sergic/leveled Project/Backup/leveled [2020-06-10 162305].als
leveled [2020-06-10 170903],,1.06,2020-06-10,/Volumes/SERGIK/Sergic/leveled Project/Backup/leveled [2020-06-10 170903].als
moi,,0.58,2020-06-12,/Volumes/SERGIK/Sergic/moi Project/moi.als
moi [2020-06-10 195732],,0.57,2020-06-10,/Volumes/SERGIK/Sergic/moi Project/Backup/moi [2020-06-10 195732].als
moi [2020-06-12 103619],,0.58,2020-06-10,/Volumes/SERGIK/Sergic/moi Project/Backup/moi [2020-06-12 103619].als
Motions,,0.25,2020-08-27,/Volumes/SERGIK/Sergic/Motions Project/Motions.als
vonder,,0.22,2020-11-11,/Volumes/SERGIK/Sergic/vonder Project/vonder.als
vonder [2020-11-11 230528],,0.22,2020-11-11,/Volumes/SERGIK/Sergic/vonder Project/Backup/vonder [2020-11-11 230528].als
space dust [2020-11-13 185832],,3.78,2020-11-13,/Volumes/SERGIK/Sergic/space dust Project/Backup/space dust [2020-11-13 185832].als
space dust [2020-11-13 192418],,3.79,2020-11-13,/Volumes/SERGIK/Sergic/space dust Project/Backup/space dust [2020-11-13 192418].als
space dust [2020-11-13 215749],,3.8,2020-11-13,/Volumes/SERGIK/Sergic/space dust Project/Backup/space dust [2020-11-13 215749].als
space dust [2020-11-13 232618],,3.8,2020-11-13,/Volumes/SERGIK/Sergic/space dust Project/Backup/space dust [2020-11-13 232618].als
space dust [2021-01-09 185047],,3.8,2020-11-13,/Volumes/SERGIK/Sergic/space dust Project/Backup/space dust [2021-01-09 185047].als
WORK ON THIS SERGIO [2020-12-16 234747],,0.14,2020-12-11,/Volumes/SERGIK/Sergic/WORK ON THIS SERGIO Project/Backup/WORK ON THIS SERGIO [2020-12-16 234747].als
WORK ON THIS SERGIO [2021-01-03 024816],,0.16,2020-12-16,/Volumes/SERGIK/Sergic/WORK ON THIS SERGIO Project/Backup/WORK ON THIS SERGIO [2021-01-03 024816].als
TIME,,0.19,2020-12-16,/Volumes/SERGIK/Sergic/TIME Project/TIME.als
TIME [2020-12-11 211306],,0.28,2020-12-11,/Volumes/SERGIK/Sergic/TIME Project/Backup/TIME [2020-12-11 211306].als
TIME [2020-12-16 224404],,0.19,2020-12-11,/Volumes/SERGIK/Sergic/TIME Project/Backup/TIME [2020-12-16 224404].als
UNDRGRND Sounds - CH - Melodic Formats,,0.02,2020-08-05,/Volumes/SERGIK/Drumkit DL unzipped/UNDRGRND The Bundle 2/UNDRGRND The House Collection/UNDRGRND Sounds - Chicago House - Wav/US_CH_One_Shots/US_CH_Melodic/US_CH_Melodic_Formats/US_MH2_Ableton/UNDRGRND Sounds - CH - Melodic Formats Project/UNDRGRND Sounds - CH - Melodic Formats.als
UNDRGRND Sounds - CH - Melodic Formats [2020-08-05 124835],,0.02,2020-08-05,/Volumes/SERGIK/Drumkit DL unzipped/UNDRGRND The Bundle 2/UNDRGRND The House Collection/UNDRGRND Sounds - Chicago House - Wav/US_CH_One_Shots/US_CH_Melodic/US_CH_Melodic_Formats/US_MH2_Ableton/UNDRGRND Sounds - CH - Melodic Formats Project/Backup/UNDRGRND Sounds - CH - Melodic Formats [2020-08-05 124835].als
UNDRGRND Sounds - CH - Drum Formats,,0.44,2020-08-05,/Volumes/SERGIK/Drumkit DL unzipped/UNDRGRND The Bundle 2/UNDRGRND The House Collection/UNDRGRND Sounds - Chicago House - Wav/US_CH_One_Shots/US_CH_Drums/US_CH_Drum_Formats/US_MH2_Ableton/UNDRGRND Sounds - CH - Drum Formats Project/UNDRGRND Sounds - CH - Drum Formats.als
UNDRGRND Sounds - CH - Drum Formats [2020-08-05 123552],,0.43,2020-08-05,/Volumes/SERGIK/Drumkit DL unzipped/UNDRGRND The Bundle 2/UNDRGRND The House Collection/UNDRGRND Sounds - Chicago House - Wav/US_CH_One_Shots/US_CH_Drums/US_CH_Drum_Formats/US_MH2_Ableton/UNDRGRND Sounds - CH - Drum Formats Project/Backup/UNDRGRND Sounds - CH - Drum Formats [2020-08-05 123552].als
UNDRGRND Sounds - CH - Kits,,0.22,2020-08-05,/Volumes/SERGIK/Drumkit DL unzipped/UNDRGRND The Bundle 2/UNDRGRND The House Collection/UNDRGRND Sounds - Chicago House - Wav/US_CH_One_Shots/US_CH_Drums/US_CH_Kits/US_MH2_Ableton/UNDRGRND Sounds - CH - Kits Project/UNDRGRND Sounds - CH - Kits.als
UNDRGRND Sounds - CH - Kits [2020-08-05 132620],,0.21,2020-08-05,/Volumes/SERGIK/Drumkit DL unzipped/UNDRGRND The Bundle 2/UNDRGRND The House Collection/UNDRGRND Sounds - Chicago House - Wav/US_CH_One_Shots/US_CH_Drums/US_CH_Kits/US_MH2_Ableton/UNDRGRND Sounds - CH - Kits Project/Backup/UNDRGRND Sounds - CH - Kits [2020-08-05 132620].als
UNDRGRND Sounds - FFH - Drum Formats,,0.8,2020-09-03,/Volumes/SERGIK/Drumkit DL unzipped/UNDRGRND The Bundle 2/UNDRGRND The House Collection/UNDRGRND Sounds - French and Filter House - Wav/US_FFH_Drum Hits/US_FFH_Drum_Formats/Ableton/UNDRGRND Sounds - FFH - Drum Formats Project/UNDRGRND Sounds - FFH - Drum Formats.als
UNDRGRND Sounds - FFH - Drum Formats [2020-09-03 105407],,0.78,2020-09-03,/Volumes/SERGIK/Drumkit DL unzipped/UNDRGRND The Bundle 2/UNDRGRND The House Collection/UNDRGRND Sounds - French and Filter House - Wav/US_FFH_Drum Hits/US_FFH_Drum_Formats/Ableton/UNDRGRND Sounds - FFH - Drum Formats Project/Backup/UNDRGRND Sounds - FFH - Drum Formats [2020-09-03 105407].als
UNDRGRND Sounds - FFH - Kits,,0.22,2020-09-03,/Volumes/SERGIK/Drumkit DL unzipped/UNDRGRND The Bundle 2/UNDRGRND The House Collection/UNDRGRND Sounds - French and Filter House - Wav/US_FFH_Drum Hits/US_FFH_Kits/Ableton/UNDRGRND Sounds - FFH - Kits Project/UNDRGRND Sounds - FFH - Kits.als
UNDRGRND Sounds - FFH - Kits [2020-09-03 115350],,0.21,2020-09-03,/Volumes/SERGIK/Drumkit DL unzipped/UNDRGRND The Bundle 2/UNDRGRND The House Collection/UNDRGRND Sounds - French and Filter House - Wav/US_FFH_Drum Hits/US_FFH_Kits/Ableton/UNDRGRND Sounds - FFH - Kits Project/Backup/UNDRGRND Sounds - FFH - Kits [2020-09-03 115350].als
UNDRGRND Sounds - OH - Melodic Formats,,0.02,2020-05-07,/Volumes/SERGIK/Drumkit DL unzipped/UNDRGRND The Bundle 2/UNDRGRND The House Collection/UNDRGRND Sounds - Organic House - Wav/US_OH_One_Shots/US_OH_Melodic/US_Melodic_Formats/Ableton/UNDRGRND Sounds - OH - Melodic Formats Project/UNDRGRND Sounds - OH - Melodic Formats.als
UNDRGRND Sounds - OH - Kits,,0.22,2020-05-07,/Volumes/SERGIK/Drumkit DL unzipped/UNDRGRND The Bundle 2/UNDRGRND The House Collection/UNDRGRND Sounds - Organic House - Wav/US_OH_One_Shots/US_OH_Drums/US_OH_Kits/Ableton/UNDRGRND Sounds - OH - Kits Project/UNDRGRND Sounds - OH - Kits.als
UNDRGRND Sounds - OH - Drum Formats,,0.42,2020-05-07,/Volumes/SERGIK/Drumkit DL unzipped/UNDRGRND The Bundle 2/UNDRGRND The House Collection/UNDRGRND Sounds - Organic House - Wav/US_OH_One_Shots/US_OH_Drums/US_OH_Drum_Formats/Ableton/UNDRGRND Sounds - OH - Drum Formats Project/UNDRGRND Sounds - OH - Drum Formats.als
Got It,,0.47,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/Got It Project/Got It.als
Got It [2020-05-18 170018],,0.45,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/Got It Project/Backup/Got It [2020-05-18 170018].als
Got It [2020-05-18 174723],,0.45,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/Got It Project/Backup/Got It [2020-05-18 174723].als
Got It [2020-05-18 205520],,0.47,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/Got It Project/Backup/Got It [2020-05-18 205520].als
pretty,,1.15,2020-05-19,/Volumes/SERGIK 2tb2/Sergic/pretty Project/pretty.als
pretty [2020-05-19 003734],,1.15,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/pretty Project/Backup/pretty [2020-05-19 003734].als
trap,,0.13,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/trap Project/trap.als
trap [2020-05-18 213851],,0.13,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/trap Project/Backup/trap [2020-05-18 213851].als
good things,,0.71,2020-05-22,/Volumes/SERGIK 2tb2/Sergic/good things Project/good things.als
good things [2020-05-18 234229],,0.7,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/good things Project/Backup/good things [2020-05-18 234229].als
good things [2020-05-19 024916],,0.7,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/good things Project/Backup/good things [2020-05-19 024916].als
good things [2020-05-21 202437],,0.71,2020-05-19,/Volumes/SERGIK 2tb2/Sergic/good things Project/Backup/good things [2020-05-21 202437].als
good things [2020-05-22 220423],,0.71,2020-05-21,/Volumes/SERGIK 2tb2/Sergic/good things Project/Backup/good things [2020-05-22 220423].als
wonder,,0.53,2020-05-22,/Volumes/SERGIK 2tb2/Sergic/wonder Project/wonder.als
wonder [2020-05-21 171826],,0.22,2020-05-21,/Volumes/SERGIK 2tb2/Sergic/wonder Project/Backup/wonder [2020-05-21 171826].als
wonder [2020-05-21 191300],,0.23,2020-05-21,/Volumes/SERGIK 2tb2/Sergic/wonder Project/Backup/wonder [2020-05-21 191300].als
wonder [2020-05-21 192947],,0.46,2020-05-21,/Volumes/SERGIK 2tb2/Sergic/wonder Project/Backup/wonder [2020-05-21 192947].als
wonder [2020-05-21 200033],,0.48,2020-05-21,/Volumes/SERGIK 2tb2/Sergic/wonder Project/Backup/wonder [2020-05-21 200033].als
wonder [2020-05-21 201639],,0.49,2020-05-21,/Volumes/SERGIK 2tb2/Sergic/wonder Project/Backup/wonder [2020-05-21 201639].als
wonder [2020-05-21 211128],,0.49,2020-05-21,/Volumes/SERGIK 2tb2/Sergic/wonder Project/Backup/wonder [2020-05-21 211128].als
wonder [2020-05-21 225021],,0.49,2020-05-21,/Volumes/SERGIK 2tb2/Sergic/wonder Project/Backup/wonder [2020-05-21 225021].als
wonder [2020-05-21 225613],,0.52,2020-05-21,/Volumes/SERGIK 2tb2/Sergic/wonder Project/Backup/wonder [2020-05-21 225613].als
wonder [2020-05-21 232622],,0.52,2020-05-21,/Volumes/SERGIK 2tb2/Sergic/wonder Project/Backup/wonder [2020-05-21 232622].als
wonder [2020-05-22 210118],,0.52,2020-05-21,/Volumes/SERGIK 2tb2/Sergic/wonder Project/Backup/wonder [2020-05-22 210118].als
letting go,,0.09,2020-05-21,/Volumes/SERGIK 2tb2/Sergic/letting go Project/letting go.als
Red Torch,,0.31,2020-05-21,/Volumes/SERGIK 2tb2/Sergic/Red Torch Project/Red Torch.als
bluble,,0.44,2020-06-01,/Volumes/SERGIK 2tb2/Sergic/bluble Project/bluble.als
bluble [2020-05-22 185934],,0.43,2020-05-22,/Volumes/SERGIK 2tb2/Sergic/bluble Project/Backup/bluble [2020-05-22 185934].als
bluble [2020-06-01 145148],,0.43,2020-05-22,/Volumes/SERGIK 2tb2/Sergic/bluble Project/Backup/bluble [2020-06-01 145148].als
Linen shirts,,0.17,2020-08-27,/Volumes/SERGIK 2tb2/Sergic/Linen shirts Project/Linen shirts.als
Linen shirts [2020-06-03 161423],,0.15,2020-06-03,/Volumes/SERGIK 2tb2/Sergic/Linen shirts Project/Backup/Linen shirts [2020-06-03 161423].als
Linen shirts [2020-06-03 175554],,0.16,2020-06-03,/Volumes/SERGIK 2tb2/Sergic/Linen shirts Project/Backup/Linen shirts [2020-06-03 175554].als
Linen shirts [2020-08-27 203339],,0.17,2020-06-03,/Volumes/SERGIK 2tb2/Sergic/Linen shirts Project/Backup/Linen shirts [2020-08-27 203339].als
Lonter,,0.19,2020-06-03,/Volumes/SERGIK 2tb2/Sergic/Lonter Project/Lonter.als
SnoopCat,,0.25,2020-06-04,/Volumes/SERGIK 2tb2/Sergic/SnoopCat Project/SnoopCat.als
SnoopCat [2020-06-03 233941],,0.2,2020-06-03,/Volumes/SERGIK 2tb2/Sergic/SnoopCat Project/Backup/SnoopCat [2020-06-03 233941].als
SnoopCat [2020-06-04 010002],,0.23,2020-06-03,/Volumes/SERGIK 2tb2/Sergic/SnoopCat Project/Backup/SnoopCat [2020-06-04 010002].als
SnoopCat [2020-06-04 022506],,0.23,2020-06-04,/Volumes/SERGIK 2tb2/Sergic/SnoopCat Project/Backup/SnoopCat [2020-06-04 022506].als
SnoopCat [2020-06-04 223201],,0.23,2020-06-04,/Volumes/SERGIK 2tb2/Sergic/SnoopCat Project/Backup/SnoopCat [2020-06-04 223201].als
Uclid,,0.15,2020-06-04,/Volumes/SERGIK 2tb2/Sergic/Uclid Project/Uclid.als
Phases,,0.34,2020-09-18,/Volumes/SERGIK 2tb2/Sergic/Phases Project/Phases.als
Phases [2020-06-04 145222],,0.16,2020-06-04,/Volumes/SERGIK 2tb2/Sergic/Phases Project/Backup/Phases [2020-06-04 145222].als
Phases [2020-06-04 212233],,0.16,2020-06-04,/Volumes/SERGIK 2tb2/Sergic/Phases Project/Backup/Phases [2020-06-04 212233].als
Phases [2020-06-04 220518],,0.16,2020-06-04,/Volumes/SERGIK 2tb2/Sergic/Phases Project/Backup/Phases [2020-06-04 220518].als
Phases [2020-06-05 195109],,0.32,2020-06-04,/Volumes/SERGIK 2tb2/Sergic/Phases Project/Backup/Phases [2020-06-05 195109].als
Phases [2020-06-05 195304],,0.33,2020-06-05,/Volumes/SERGIK 2tb2/Sergic/Phases Project/Backup/Phases [2020-06-05 195304].als
Phases [2020-06-05 195824],,0.33,2020-06-05,/Volumes/SERGIK 2tb2/Sergic/Phases Project/Backup/Phases [2020-06-05 195824].als
Phases [2020-06-07 164225],,0.34,2020-06-05,/Volumes/SERGIK 2tb2/Sergic/Phases Project/Backup/Phases [2020-06-07 164225].als
Phases [2020-09-18 220146],,0.34,2020-06-07,/Volumes/SERGIK 2tb2/Sergic/Phases Project/Backup/Phases [2020-09-18 220146].als
Im Trippin,,0.24,2020-06-06,/Volumes/SERGIK 2tb2/Sergic/Im Trippin Project/Im Trippin.als
Im Trippin [2020-06-05 184950],,0.16,2020-06-05,/Volumes/SERGIK 2tb2/Sergic/Im Trippin Project/Backup/Im Trippin [2020-06-05 184950].als
Im Trippin [2020-06-06 205413],,0.24,2020-06-05,/Volumes/SERGIK 2tb2/Sergic/Im Trippin Project/Backup/Im Trippin [2020-06-06 205413].als
Flivia,,0.32,2020-06-10,/Volumes/SERGIK 2tb2/Sergic/Flivia Project/Flivia.als
Flivia [2020-06-07 030641],,0.3,2020-06-07,/Volumes/SERGIK 2tb2/Sergic/Flivia Project/Backup/Flivia [2020-06-07 030641].als
Flivia [2020-06-07 150815],,0.31,2020-06-07,/Volumes/SERGIK 2tb2/Sergic/Flivia Project/Backup/Flivia [2020-06-07 150815].als
Flivia [2020-06-07 170906],,0.31,2020-06-07,/Volumes/SERGIK 2tb2/Sergic/Flivia Project/Backup/Flivia [2020-06-07 170906].als
Flivia [2020-06-10 162920],,0.32,2020-06-07,/Volumes/SERGIK 2tb2/Sergic/Flivia Project/Backup/Flivia [2020-06-10 162920].als
leveled,,1.06,2020-06-10,/Volumes/SERGIK 2tb2/Sergic/leveled Project/leveled.als
leveled [2020-06-10 003812],,0.79,2020-06-10,/Volumes/SERGIK 2tb2/Sergic/leveled Project/Backup/leveled [2020-06-10 003812].als
leveled [2020-06-10 022651],,0.74,2020-06-10,/Volumes/SERGIK 2tb2/Sergic/leveled Project/Backup/leveled [2020-06-10 022651].als
leveled [2020-06-10 030030],,1.02,2020-06-10,/Volumes/SERGIK 2tb2/Sergic/leveled Project/Backup/leveled [2020-06-10 030030].als
leveled [2020-06-10 162305],,1.05,2020-06-10,/Volumes/SERGIK 2tb2/Sergic/leveled Project/Backup/leveled [2020-06-10 162305].als
leveled [2020-06-10 170903],,1.06,2020-06-10,/Volumes/SERGIK 2tb2/Sergic/leveled Project/Backup/leveled [2020-06-10 170903].als
moi,,0.58,2020-06-12,/Volumes/SERGIK 2tb2/Sergic/moi Project/moi.als
moi [2020-06-10 195732],,0.57,2020-06-10,/Volumes/SERGIK 2tb2/Sergic/moi Project/Backup/moi [2020-06-10 195732].als
moi [2020-06-12 103619],,0.58,2020-06-10,/Volumes/SERGIK 2tb2/Sergic/moi Project/Backup/moi [2020-06-12 103619].als
Motions,,0.25,2020-08-27,/Volumes/SERGIK 2tb2/Sergic/Motions Project/Motions.als
vonder,,0.22,2020-11-11,/Volumes/SERGIK 2tb2/Sergic/vonder Project/vonder.als
vonder [2020-11-11 230528],,0.22,2020-11-11,/Volumes/SERGIK 2tb2/Sergic/vonder Project/Backup/vonder [2020-11-11 230528].als
space dust [2020-11-13 185832],,3.78,2020-11-13,/Volumes/SERGIK 2tb2/Sergic/space dust Project/Backup/space dust [2020-11-13 185832].als
space dust [2020-11-13 192418],,3.79,2020-11-13,/Volumes/SERGIK 2tb2/Sergic/space dust Project/Backup/space dust [2020-11-13 192418].als
space dust [2020-11-13 215749],,3.8,2020-11-13,/Volumes/SERGIK 2tb2/Sergic/space dust Project/Backup/space dust [2020-11-13 215749].als
space dust [2020-11-13 232618],,3.8,2020-11-13,/Volumes/SERGIK 2tb2/Sergic/space dust Project/Backup/space dust [2020-11-13 232618].als
space dust [2021-01-09 185047],,3.8,2020-11-13,/Volumes/SERGIK 2tb2/Sergic/space dust Project/Backup/space dust [2021-01-09 185047].als
WORK ON THIS SERGIO [2020-12-16 234747],,0.14,2020-12-11,/Volumes/SERGIK 2tb2/Sergic/WORK ON THIS SERGIO Project/Backup/WORK ON THIS SERGIO [2020-12-16 234747].als
WORK ON THIS SERGIO [2021-01-03 024816],,0.16,2020-12-16,/Volumes/SERGIK 2tb2/Sergic/WORK ON THIS SERGIO Project/Backup/WORK ON THIS SERGIO [2021-01-03 024816].als
TIME,,0.19,2020-12-16,/Volumes/SERGIK 2tb2/Sergic/TIME Project/TIME.als
TIME [2020-12-11 211306],,0.28,2020-12-11,/Volumes/SERGIK 2tb2/Sergic/TIME Project/Backup/TIME [2020-12-11 211306].als
TIME [2020-12-16 224404],,0.19,2020-12-11,/Volumes/SERGIK 2tb2/Sergic/TIME Project/Backup/TIME [2020-12-16 224404].als
Got It,,0.47,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/Sergic/Got It Project/Got It.als
Got It [2020-05-18 170018],,0.45,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/Sergic/Got It Project/Backup/Got It [2020-05-18 170018].als
Got It [2020-05-18 174723],,0.45,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/Sergic/Got It Project/Backup/Got It [2020-05-18 174723].als
Got It [2020-05-18 205520],,0.47,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/Sergic/Got It Project/Backup/Got It [2020-05-18 205520].als
pretty,,1.15,2020-05-19,/Volumes/SERGIK 2tb2/Sergic/Sergic/pretty Project/pretty.als
pretty [2020-05-19 003734],,1.15,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/Sergic/pretty Project/Backup/pretty [2020-05-19 003734].als
trap,,0.13,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/Sergic/trap Project/trap.als
trap [2020-05-18 213851],,0.13,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/Sergic/trap Project/Backup/trap [2020-05-18 213851].als
good things,,0.71,2020-05-22,/Volumes/SERGIK 2tb2/Sergic/Sergic/good things Project/good things.als
good things [2020-05-18 234229],,0.7,2020-05-18,/Volumes/SERGIK 2tb2/Sergic/Sergic/good things Project/Backup/good things [2020-05-18 234229].als
